po_id,supplier_id,product_id,warehouse_id,quantity,order_date,expected_delivery_date,actual_delivery_date,status
PO0065114,SUP0077,PRD09542,WH025,1678,8/24/2025,8/30/2025,9/13/2025,Delayed
PO0065115,SUP0787,PRD06436,WH022,3563,3/24/2025,3/28/2025,3/30/2025,Delivered
PO0065116,SUP0859,PRD03522,WH015,3700,6/27/2025,7/4/2025,7/4/2025,Delivered
PO0065117,SUP0676,PRD02198,WH031,1364,10/23/2024,10/27/2024,,Cancelled
PO0065118,SUP0194,PRD06800,WH048,4172,8/15/2024,9/3/2024,,Cancelled
PO0065119,SUP0599,PRD08821,WH041,2285,3/29/2023,3/31/2023,4/8/2023,Delayed
PO0065120,SUP0583,PRD07444,WH019,1722,6/28/2026,7/15/2026,7/17/2026,Delivered
PO0065121,SUP0954,PRD04015,WH049,1047,9/25/2024,9/30/2024,10/2/2024,Delivered
PO0065122,SUP0879,PRD01548,WH042,4346,1/17/2025,2/9/2025,2/11/2025,Delivered
PO0065123,SUP0294,PRD06005,WH017,2824,4/6/2026,4/9/2026,4/7/2026,Delivered
PO0065124,SUP0572,PRD01709,WH028,637,3/27/2025,4/13/2025,4/13/2025,Delivered
PO0065125,SUP0356,PRD09637,WH003,4217,1/17/2023,2/4/2023,2/16/2023,Delayed
PO0065126,SUP0080,PRD04121,WH025,1975,4/23/2025,5/4/2025,,Cancelled
PO0065127,SUP0002,PRD01935,WH008,4796,12/17/2024,12/31/2024,,Pending
PO0065128,SUP0479,PRD04169,WH020,200,2/7/2023,3/3/2023,3/3/2023,Delivered
PO0065129,SUP0413,PRD05234,WH006,4358,1/31/2024,2/13/2024,2/15/2024,Delivered
PO0065130,SUP0737,PRD06984,WH049,718,1/18/2025,1/27/2025,,In Transit
PO0065131,SUP0482,PRD09048,WH033,4748,8/16/2024,8/29/2024,8/28/2024,Delivered
PO0065132,SUP0701,PRD02760,WH001,1047,2/7/2025,2/23/2025,,In Transit
PO0065133,SUP0921,PRD09928,WH009,1132,12/31/2025,1/27/2026,1/31/2026,Delayed
PO0065134,SUP0390,PRD02183,WH037,164,6/16/2026,7/4/2026,7/7/2026,Delivered
PO0065135,SUP0914,PRD01349,WH005,4049,2/1/2024,2/18/2024,2/25/2024,Delayed
PO0065136,SUP0511,PRD01733,WH023,1167,10/3/2023,10/13/2023,10/15/2023,Delivered
PO0065137,SUP0814,PRD03426,WH009,1964,4/1/2024,4/21/2024,4/19/2024,Delivered
PO0065138,SUP0130,PRD07999,WH030,3461,6/26/2023,7/22/2023,7/24/2023,Delivered
PO0065139,SUP0599,PRD08821,WH035,4500,2/1/2026,2/3/2026,2/1/2026,Delivered
PO0065140,SUP0925,PRD09712,WH002,2172,9/10/2024,9/23/2024,9/21/2024,Delivered
PO0065141,SUP0590,PRD04407,WH004,1493,3/9/2024,3/18/2024,3/16/2024,Delivered
PO0065142,SUP0772,PRD06566,WH005,1258,3/30/2023,4/15/2023,4/26/2023,Delayed
PO0065143,SUP0745,PRD00105,WH049,4331,4/16/2024,4/18/2024,4/19/2024,Delivered
PO0065144,SUP0299,PRD06147,WH001,2157,4/15/2023,4/28/2023,,Cancelled
PO0065145,SUP0303,PRD01330,WH023,4233,3/13/2024,3/16/2024,,In Transit
PO0065146,SUP0610,PRD03386,WH037,439,6/22/2024,6/26/2024,6/27/2024,Delivered
PO0065147,SUP0766,PRD06193,WH025,3013,5/19/2026,5/24/2026,,In Transit
PO0065148,SUP0660,PRD01882,WH015,2949,9/22/2025,10/14/2025,10/15/2025,Delivered
PO0065149,SUP0589,PRD07815,WH025,4909,2/17/2024,3/12/2024,3/21/2024,Delayed
PO0065150,SUP0458,PRD08369,WH050,3296,1/11/2025,2/10/2025,,In Transit
PO0065151,SUP0128,PRD02479,WH032,2307,4/20/2024,4/24/2024,4/22/2024,Delivered
PO0065152,SUP0897,PRD00989,WH046,1660,12/5/2024,12/11/2024,12/10/2024,Delivered
PO0065153,SUP0268,PRD01082,WH013,4121,6/26/2025,7/11/2025,7/12/2025,Delivered
PO0065154,SUP0674,PRD08207,WH030,364,10/7/2025,10/30/2025,10/30/2025,Delivered
PO0065155,SUP0384,PRD01725,WH049,472,4/10/2025,4/24/2025,4/27/2025,Delivered
PO0065156,SUP0431,PRD02272,WH010,4785,5/10/2024,6/8/2024,,Pending
PO0065157,SUP0753,PRD00849,WH021,4744,3/24/2026,3/31/2026,4/1/2026,Delivered
PO0065158,SUP0720,PRD00383,WH016,1555,2/2/2023,3/1/2023,3/6/2023,Delayed
PO0065159,SUP0567,PRD09756,WH008,519,7/17/2023,8/3/2023,,Pending
PO0065160,SUP0120,PRD01880,WH039,621,9/14/2023,10/9/2023,10/9/2023,Delivered
PO0065161,SUP0914,PRD01818,WH030,3532,1/6/2023,1/22/2023,1/24/2023,Delivered
PO0065162,SUP0055,PRD05894,WH029,226,6/11/2024,6/18/2024,,Cancelled
PO0065163,SUP0708,PRD08990,WH048,1343,11/9/2025,11/24/2025,11/25/2025,Delivered
PO0065164,SUP0308,PRD07932,WH039,4248,2/25/2023,2/27/2023,3/12/2023,Delayed
PO0065165,SUP0290,PRD00450,WH012,4550,1/28/2025,2/16/2025,,In Transit
PO0065166,SUP0896,PRD02126,WH004,1159,7/1/2023,7/4/2023,,In Transit
PO0065167,SUP0107,PRD09900,WH037,2639,5/23/2024,6/18/2024,6/19/2024,Delivered
PO0065168,SUP0304,PRD07249,WH034,2772,6/30/2023,7/4/2023,7/3/2023,Delivered
PO0065169,SUP0420,PRD03607,WH039,933,7/1/2025,7/16/2025,7/18/2025,Delivered
PO0065170,SUP0028,PRD07768,WH021,4005,4/18/2025,4/20/2025,4/21/2025,Delivered
PO0065171,SUP0214,PRD07549,WH025,2769,1/21/2023,1/23/2023,1/22/2023,Delivered
PO0065172,SUP0953,PRD03371,WH009,2496,11/29/2024,12/6/2024,,Cancelled
PO0065173,SUP0611,PRD03497,WH009,3266,8/9/2024,9/4/2024,9/6/2024,Delivered
PO0065174,SUP0640,PRD06899,WH040,3933,1/6/2023,1/29/2023,,Pending
PO0065175,SUP0555,PRD05983,WH012,2769,5/20/2025,6/5/2025,6/8/2025,Delivered
PO0065176,SUP0168,PRD07645,WH034,2943,2/20/2025,3/7/2025,3/9/2025,Delivered
PO0065177,SUP0589,PRD07747,WH006,1269,4/5/2025,4/24/2025,4/22/2025,Delivered
PO0065178,SUP0935,PRD04485,WH030,2066,6/10/2025,7/2/2025,7/3/2025,Delivered
PO0065179,SUP0863,PRD09838,WH002,1520,4/1/2026,4/27/2026,4/28/2026,Delivered
PO0065180,SUP0799,PRD09659,WH025,4594,11/30/2023,12/27/2023,12/27/2023,Delivered
PO0065181,SUP0540,PRD01310,WH001,1883,6/11/2026,7/8/2026,7/8/2026,Delivered
PO0065182,SUP0550,PRD00598,WH003,3316,3/9/2025,3/28/2025,,In Transit
PO0065183,SUP0077,PRD08850,WH011,2075,1/19/2023,2/9/2023,,In Transit
PO0065184,SUP0779,PRD07043,WH010,2596,7/30/2024,8/19/2024,8/19/2024,Delivered
PO0065185,SUP0948,PRD05065,WH043,1455,4/30/2025,5/16/2025,5/17/2025,Delivered
PO0065186,SUP0919,PRD01217,WH049,3151,10/14/2023,10/16/2023,10/18/2023,Delivered
PO0065187,SUP0636,PRD08745,WH048,208,3/6/2025,3/11/2025,3/10/2025,Delivered
PO0065188,SUP0759,PRD04312,WH032,679,3/25/2026,4/6/2026,,In Transit
PO0065189,SUP0142,PRD06809,WH039,3538,5/16/2024,5/25/2024,,In Transit
PO0065190,SUP0726,PRD05333,WH041,4269,12/7/2024,12/17/2024,12/16/2024,Delivered
PO0065191,SUP0966,PRD03401,WH018,1374,9/29/2023,10/5/2023,10/6/2023,Delivered
PO0065192,SUP0720,PRD05093,WH023,4718,8/26/2023,9/4/2023,9/5/2023,Delivered
PO0065193,SUP0402,PRD09505,WH008,1452,1/13/2023,1/30/2023,1/28/2023,Delivered
PO0065194,SUP0062,PRD01438,WH031,4489,3/19/2023,4/14/2023,,In Transit
PO0065195,SUP0433,PRD04291,WH024,1614,1/22/2024,1/27/2024,2/10/2024,Delayed
PO0065196,SUP0322,PRD04310,WH023,2164,11/13/2023,11/22/2023,11/22/2023,Delivered
PO0065197,SUP0820,PRD00733,WH007,2316,4/18/2025,5/16/2025,5/15/2025,Delivered
PO0065198,SUP0054,PRD07247,WH043,879,3/8/2026,4/3/2026,,In Transit
PO0065199,SUP0295,PRD09415,WH017,374,11/24/2024,12/11/2024,12/14/2024,Delivered
PO0065200,SUP0799,PRD04753,WH019,1034,4/1/2025,4/27/2025,4/29/2025,Delivered
PO0065201,SUP0353,PRD06413,WH003,779,1/21/2023,1/29/2023,1/28/2023,Delivered
PO0065202,SUP0594,PRD03720,WH021,4971,2/19/2026,3/5/2026,3/6/2026,Delivered
PO0065203,SUP0193,PRD07170,WH009,1540,10/29/2023,11/5/2023,11/5/2023,Delivered
PO0065204,SUP0617,PRD02363,WH027,4798,3/3/2026,3/6/2026,3/12/2026,Delayed
PO0065205,SUP0688,PRD09931,WH009,4969,8/1/2025,8/3/2025,8/2/2025,Delivered
PO0065206,SUP0989,PRD09848,WH026,4559,5/10/2024,6/9/2024,6/7/2024,Delivered
PO0065207,SUP0325,PRD03237,WH024,554,4/17/2023,5/6/2023,5/9/2023,Delivered
PO0065208,SUP0655,PRD05734,WH002,3387,2/10/2025,2/13/2025,,Cancelled
PO0065209,SUP0563,PRD04093,WH014,4130,2/16/2025,3/7/2025,,Cancelled
PO0065210,SUP0877,PRD00699,WH003,1502,12/25/2024,12/31/2024,12/30/2024,Delivered
PO0065211,SUP0771,PRD01192,WH022,569,8/22/2025,9/7/2025,9/7/2025,Delivered
PO0065212,SUP0187,PRD05059,WH045,3052,5/27/2026,6/16/2026,6/15/2026,Delivered
PO0065213,SUP0796,PRD07465,WH024,2871,2/11/2024,2/26/2024,,In Transit
PO0065214,SUP0114,PRD06629,WH032,4384,11/21/2023,12/8/2023,12/10/2023,Delivered
PO0065215,SUP0049,PRD09032,WH007,1778,9/2/2025,9/16/2025,9/16/2025,Delivered
PO0065216,SUP0218,PRD07027,WH047,2984,1/9/2023,1/22/2023,1/23/2023,Delivered
PO0065217,SUP0209,PRD00015,WH019,4489,3/20/2026,3/24/2026,3/25/2026,Delivered
PO0065218,SUP0407,PRD01504,WH029,2761,1/18/2023,1/31/2023,1/30/2023,Delivered
PO0065219,SUP0888,PRD07001,WH013,3206,7/8/2024,7/28/2024,7/27/2024,Delivered
PO0065220,SUP0276,PRD04738,WH003,2354,5/17/2025,6/16/2025,6/16/2025,Delivered
PO0065221,SUP0986,PRD05716,WH048,2236,1/6/2023,2/1/2023,1/30/2023,Delivered
PO0065222,SUP0606,PRD05457,WH015,541,4/19/2025,4/28/2025,,In Transit
PO0065223,SUP0239,PRD02651,WH041,2606,3/6/2025,3/14/2025,3/12/2025,Delivered
PO0065224,SUP0644,PRD08391,WH011,2168,11/30/2024,12/9/2024,12/8/2024,Delivered
PO0065225,SUP0807,PRD05786,WH037,4422,5/10/2026,6/6/2026,6/4/2026,Delivered
PO0065226,SUP0404,PRD00894,WH026,107,1/23/2023,2/1/2023,2/1/2023,Delivered
PO0065227,SUP0348,PRD03297,WH014,642,6/30/2025,7/25/2025,,In Transit
PO0065228,SUP0577,PRD00080,WH002,2660,1/25/2024,1/27/2024,1/26/2024,Delivered
PO0065229,SUP0634,PRD03217,WH039,2321,5/31/2026,6/27/2026,6/25/2026,Delivered
PO0065230,SUP0566,PRD08027,WH025,1642,4/27/2024,5/20/2024,5/24/2024,Delayed
PO0065231,SUP0372,PRD00060,WH022,3781,12/7/2024,12/21/2024,12/24/2024,Delivered
PO0065232,SUP0582,PRD00331,WH021,2076,11/21/2024,11/28/2024,11/27/2024,Delivered
PO0065233,SUP0092,PRD01647,WH010,3492,6/28/2024,7/21/2024,7/23/2024,Delivered
PO0065234,SUP0771,PRD04063,WH027,342,4/13/2023,4/21/2023,4/20/2023,Delivered
PO0065235,SUP0590,PRD08249,WH019,1077,4/4/2024,4/18/2024,,In Transit
PO0065236,SUP0213,PRD08724,WH012,524,5/6/2025,5/23/2025,5/22/2025,Delivered
PO0065237,SUP0686,PRD00477,WH036,4062,7/21/2024,8/5/2024,8/3/2024,Delivered
PO0065238,SUP0502,PRD02891,WH025,2647,3/23/2025,3/26/2025,4/4/2025,Delayed
PO0065239,SUP0985,PRD01227,WH014,3824,2/21/2024,3/19/2024,3/18/2024,Delivered
PO0065240,SUP0542,PRD03064,WH025,357,7/15/2023,7/31/2023,,In Transit
PO0065241,SUP0263,PRD03809,WH026,2331,7/8/2024,7/23/2024,7/26/2024,Delivered
PO0065242,SUP0085,PRD09409,WH027,3020,2/6/2026,3/7/2026,3/7/2026,Delivered
PO0065243,SUP0192,PRD07515,WH037,4348,5/31/2023,6/16/2023,6/14/2023,Delivered
PO0065244,SUP0673,PRD06787,WH008,4040,4/9/2023,5/4/2023,,Cancelled
PO0065245,SUP0946,PRD05032,WH026,3122,6/12/2023,7/3/2023,7/4/2023,Delivered
PO0065246,SUP0820,PRD07649,WH049,3533,1/23/2025,2/5/2025,2/4/2025,Delivered
PO0065247,SUP0327,PRD00799,WH045,1231,2/28/2023,3/29/2023,3/29/2023,Delivered
PO0065248,SUP0589,PRD07747,WH039,2287,11/1/2024,11/20/2024,11/19/2024,Delivered
PO0065249,SUP0229,PRD08945,WH004,2795,3/2/2025,3/19/2025,,In Transit
PO0065250,SUP0415,PRD04198,WH010,4689,9/22/2024,10/7/2024,10/5/2024,Delivered
PO0065251,SUP0649,PRD03811,WH022,1589,3/5/2025,3/8/2025,,Pending
PO0065252,SUP0292,PRD09271,WH012,1985,11/18/2024,12/8/2024,,Cancelled
PO0065253,SUP0782,PRD09711,WH025,2782,2/26/2026,3/12/2026,,Cancelled
PO0065254,SUP0777,PRD01800,WH008,3174,12/1/2025,12/16/2025,12/16/2025,Delivered
PO0065255,SUP0949,PRD03175,WH013,2042,4/10/2025,5/10/2025,5/11/2025,Delivered
PO0065256,SUP0002,PRD07785,WH047,265,7/13/2023,7/24/2023,,Pending
PO0065257,SUP0221,PRD01614,WH016,2609,4/24/2024,5/22/2024,5/22/2024,Delivered
PO0065258,SUP0507,PRD09954,WH040,3389,3/11/2023,3/23/2023,4/2/2023,Delayed
PO0065259,SUP0526,PRD01103,WH005,1169,6/1/2026,6/16/2026,,Cancelled
PO0065260,SUP0722,PRD03859,WH012,4526,11/29/2023,12/4/2023,,Pending
PO0065261,SUP0330,PRD06187,WH028,3941,3/18/2023,4/11/2023,4/11/2023,Delivered
PO0065262,SUP0558,PRD01075,WH007,773,12/17/2025,1/1/2026,,Pending
PO0065263,SUP0317,PRD07699,WH039,2432,8/26/2025,8/30/2025,9/4/2025,Delayed
PO0065264,SUP0757,PRD03164,WH002,4806,1/22/2026,1/30/2026,2/1/2026,Delivered
PO0065265,SUP0577,PRD06619,WH040,2488,10/22/2024,11/1/2024,11/4/2024,Delivered
PO0065266,SUP0386,PRD07391,WH040,2291,4/21/2024,5/5/2024,5/15/2024,Delayed
PO0065267,SUP0440,PRD08306,WH046,4189,4/10/2026,5/7/2026,5/5/2026,Delivered
PO0065268,SUP0021,PRD08174,WH046,3020,4/29/2025,5/29/2025,,In Transit
PO0065269,SUP0449,PRD06803,WH046,4319,1/27/2023,2/21/2023,2/23/2023,Delivered
PO0065270,SUP0278,PRD00827,WH033,1478,10/17/2025,10/26/2025,,In Transit
PO0065271,SUP0980,PRD09975,WH031,2674,10/6/2025,10/18/2025,,Pending
PO0065272,SUP0998,PRD07980,WH023,888,11/22/2024,12/18/2024,12/16/2024,Delivered
PO0065273,SUP0885,PRD01638,WH044,4057,10/6/2024,10/31/2024,10/30/2024,Delivered
PO0065274,SUP0126,PRD05689,WH030,3112,5/8/2023,5/16/2023,5/14/2023,Delivered
PO0065275,SUP0518,PRD04212,WH037,2501,6/16/2024,6/23/2024,,In Transit
PO0065276,SUP0190,PRD04599,WH016,4296,11/29/2023,12/10/2023,12/10/2023,Delivered
PO0065277,SUP0506,PRD04320,WH046,1520,7/20/2023,8/13/2023,8/23/2023,Delayed
PO0065278,SUP0778,PRD02201,WH027,2485,3/28/2025,4/18/2025,4/17/2025,Delivered
PO0065279,SUP0928,PRD01899,WH031,3894,12/1/2025,12/17/2025,,Cancelled
PO0065280,SUP0926,PRD09617,WH035,131,4/1/2023,4/10/2023,4/12/2023,Delivered
PO0065281,SUP0327,PRD08521,WH036,2301,5/29/2025,6/11/2025,6/19/2025,Delayed
PO0065282,SUP0214,PRD07549,WH026,4549,9/3/2023,9/5/2023,,Pending
PO0065283,SUP0850,PRD08043,WH006,4630,5/8/2024,5/14/2024,,In Transit
PO0065284,SUP0017,PRD05274,WH029,4856,9/27/2025,10/9/2025,10/9/2025,Delivered
PO0065285,SUP0517,PRD07157,WH031,4583,8/14/2025,8/21/2025,9/1/2025,Delayed
PO0065286,SUP0082,PRD03245,WH008,2561,3/4/2025,3/11/2025,3/9/2025,Delivered
PO0065287,SUP0459,PRD03284,WH018,697,3/4/2023,3/9/2023,,Pending
PO0065288,SUP0841,PRD03142,WH028,3798,6/2/2026,6/28/2026,6/27/2026,Delivered
PO0065289,SUP0028,PRD00488,WH007,1189,6/24/2023,6/28/2023,7/1/2023,Delivered
PO0065290,SUP0632,PRD06543,WH028,4207,5/7/2025,5/14/2025,5/17/2025,Delivered
PO0065291,SUP0998,PRD07980,WH039,1100,6/1/2026,6/27/2026,6/28/2026,Delivered
PO0065292,SUP0958,PRD08996,WH019,202,6/25/2023,7/1/2023,6/30/2023,Delivered
PO0065293,SUP0040,PRD01519,WH048,2924,8/4/2025,8/14/2025,8/13/2025,Delivered
PO0065294,SUP0558,PRD01367,WH035,2119,4/9/2024,4/13/2024,4/16/2024,Delivered
PO0065295,SUP0579,PRD02335,WH046,3168,5/29/2026,6/1/2026,6/2/2026,Delivered
PO0065296,SUP0983,PRD04999,WH025,823,6/2/2026,6/6/2026,6/5/2026,Delivered
PO0065297,SUP0907,PRD04825,WH039,3518,2/13/2023,2/15/2023,2/17/2023,Delivered
PO0065298,SUP0745,PRD01949,WH016,941,8/5/2023,8/26/2023,9/6/2023,Delayed
PO0065299,SUP0687,PRD07658,WH008,439,8/22/2025,9/18/2025,9/17/2025,Delivered
PO0065300,SUP0654,PRD01479,WH041,1580,4/23/2025,5/10/2025,5/9/2025,Delivered
PO0065301,SUP0237,PRD00937,WH025,3814,6/2/2026,6/15/2026,,In Transit
PO0065302,SUP0553,PRD02084,WH048,1702,4/7/2023,4/26/2023,4/26/2023,Delivered
PO0065303,SUP0200,PRD07325,WH035,4849,5/25/2024,6/11/2024,6/12/2024,Delivered
PO0065304,SUP0952,PRD05025,WH049,2442,5/19/2024,6/13/2024,,In Transit
PO0065305,SUP0834,PRD01807,WH012,4179,11/8/2024,11/20/2024,11/20/2024,Delivered
PO0065306,SUP0736,PRD08034,WH017,2623,8/1/2023,8/9/2023,8/9/2023,Delivered
PO0065307,SUP0423,PRD09199,WH008,603,8/24/2025,9/7/2025,9/7/2025,Delivered
PO0065308,SUP0375,PRD06727,WH041,4959,1/29/2025,2/27/2025,,In Transit
PO0065309,SUP0972,PRD00704,WH009,2264,4/9/2024,4/21/2024,4/20/2024,Delivered
PO0065310,SUP0533,PRD08596,WH028,1099,11/1/2025,11/20/2025,11/23/2025,Delivered
PO0065311,SUP0441,PRD01451,WH018,559,4/23/2023,5/7/2023,5/8/2023,Delivered
PO0065312,SUP0965,PRD01822,WH042,603,5/15/2023,5/28/2023,,Cancelled
PO0065313,SUP0279,PRD03111,WH019,4319,1/31/2023,2/18/2023,2/17/2023,Delivered
PO0065314,SUP0368,PRD04277,WH009,4603,1/21/2026,2/12/2026,2/14/2026,Delivered
PO0065315,SUP0280,PRD05177,WH005,935,1/13/2023,1/19/2023,,Pending
PO0065316,SUP0313,PRD03595,WH038,4759,7/2/2025,7/23/2025,7/23/2025,Delivered
PO0065317,SUP0032,PRD08083,WH050,4877,2/20/2023,3/2/2023,3/5/2023,Delivered
PO0065318,SUP0169,PRD08111,WH046,2785,6/9/2023,7/4/2023,7/7/2023,Delivered
PO0065319,SUP0844,PRD08454,WH019,3778,3/23/2024,4/12/2024,4/11/2024,Delivered
PO0065320,SUP0504,PRD08459,WH050,103,4/26/2026,5/7/2026,,In Transit
PO0065321,SUP0939,PRD02952,WH035,3398,11/23/2025,12/21/2025,1/1/2026,Delayed
PO0065322,SUP0782,PRD07735,WH009,3473,2/28/2026,3/26/2026,,Pending
PO0065323,SUP0327,PRD04391,WH022,1259,2/9/2023,2/14/2023,2/17/2023,Delivered
PO0065324,SUP0912,PRD03151,WH050,717,5/16/2026,6/15/2026,6/29/2026,Delayed
PO0065325,SUP0471,PRD01516,WH009,2860,12/13/2024,1/7/2025,1/10/2025,Delivered
PO0065326,SUP0151,PRD04409,WH029,2957,11/8/2025,12/1/2025,,Pending
PO0065327,SUP0408,PRD01241,WH010,2484,2/29/2024,3/17/2024,3/19/2024,Delivered
PO0065328,SUP0635,PRD06486,WH004,2389,1/16/2024,2/5/2024,2/4/2024,Delivered
PO0065329,SUP0467,PRD02541,WH037,4970,1/5/2026,1/16/2026,,Pending
PO0065330,SUP0178,PRD06408,WH027,3097,7/27/2023,8/15/2023,8/15/2023,Delivered
PO0065331,SUP0792,PRD05019,WH012,2515,9/1/2024,9/26/2024,10/2/2024,Delayed
PO0065332,SUP0118,PRD06539,WH009,2825,4/11/2025,4/19/2025,4/27/2025,Delayed
PO0065333,SUP0187,PRD05059,WH045,786,1/14/2024,2/3/2024,,Pending
PO0065334,SUP0256,PRD00181,WH019,2273,6/4/2024,6/16/2024,6/19/2024,Delivered
PO0065335,SUP0400,PRD07709,WH008,1395,6/14/2025,6/30/2025,7/9/2025,Delayed
PO0065336,SUP0590,PRD01167,WH046,2402,2/19/2025,3/8/2025,3/11/2025,Delivered
PO0065337,SUP0448,PRD08576,WH018,2411,1/12/2026,1/29/2026,1/30/2026,Delivered
PO0065338,SUP0469,PRD09177,WH019,4016,4/7/2026,4/22/2026,,Pending
PO0065339,SUP0613,PRD08854,WH009,551,3/14/2026,3/22/2026,,Cancelled
PO0065340,SUP0744,PRD08781,WH034,2563,3/18/2025,4/9/2025,4/7/2025,Delivered
PO0065341,SUP0142,PRD05040,WH012,2542,10/29/2023,11/18/2023,11/18/2023,Delivered
PO0065342,SUP0938,PRD01449,WH044,1368,2/12/2023,2/25/2023,2/25/2023,Delivered
PO0065343,SUP0488,PRD04680,WH005,2500,5/12/2025,5/24/2025,5/25/2025,Delivered
PO0065344,SUP0789,PRD07293,WH045,3067,10/30/2023,11/3/2023,,Pending
PO0065345,SUP0776,PRD04438,WH043,1905,6/11/2023,6/22/2023,6/23/2023,Delivered
PO0065346,SUP0938,PRD09431,WH005,797,9/23/2023,10/9/2023,10/12/2023,Delivered
PO0065347,SUP0703,PRD02255,WH026,4106,3/16/2023,4/12/2023,,In Transit
PO0065348,SUP0467,PRD02486,WH041,1032,2/4/2023,2/19/2023,,In Transit
PO0065349,SUP0178,PRD07089,WH010,1036,3/3/2023,3/24/2023,,Pending
PO0065350,SUP0206,PRD00282,WH030,1365,9/13/2023,10/6/2023,10/12/2023,Delayed
PO0065351,SUP0467,PRD02541,WH049,717,4/14/2023,4/25/2023,4/26/2023,Delivered
PO0065352,SUP0128,PRD00650,WH011,4528,7/29/2023,8/14/2023,,In Transit
PO0065353,SUP0403,PRD00599,WH016,4732,1/22/2024,1/29/2024,,In Transit
PO0065354,SUP0417,PRD05183,WH008,2016,9/24/2024,10/7/2024,,Cancelled
PO0065355,SUP0565,PRD09407,WH025,1052,3/18/2025,4/10/2025,,In Transit
PO0065356,SUP0510,PRD03233,WH044,4617,6/5/2025,6/27/2025,,Cancelled
PO0065357,SUP0590,PRD05920,WH047,4100,12/24/2025,1/21/2026,1/21/2026,Delivered
PO0065358,SUP0982,PRD00473,WH022,3907,2/3/2023,2/16/2023,2/18/2023,Delivered
PO0065359,SUP0124,PRD06080,WH024,4316,1/19/2023,1/28/2023,1/28/2023,Delivered
PO0065360,SUP0111,PRD01260,WH008,4653,6/24/2025,7/10/2025,7/9/2025,Delivered
PO0065361,SUP0290,PRD00450,WH009,1626,3/1/2023,3/20/2023,3/19/2023,Delivered
PO0065362,SUP0172,PRD01641,WH043,4928,1/8/2025,1/12/2025,1/11/2025,Delivered
PO0065363,SUP0146,PRD03350,WH001,1058,5/27/2026,6/23/2026,6/23/2026,Delivered
PO0065364,SUP0190,PRD02589,WH001,2586,11/8/2024,11/27/2024,11/26/2024,Delivered
PO0065365,SUP0406,PRD06271,WH002,3391,12/28/2023,1/2/2024,12/31/2023,Delivered
PO0065366,SUP0288,PRD09113,WH008,329,2/2/2024,3/3/2024,,In Transit
PO0065367,SUP0846,PRD01052,WH021,1756,3/18/2026,3/21/2026,4/5/2026,Delayed
PO0065368,SUP0918,PRD00324,WH050,4561,5/22/2025,6/18/2025,6/19/2025,Delivered
PO0065369,SUP0119,PRD03047,WH047,343,10/16/2023,11/1/2023,11/4/2023,Delivered
PO0065370,SUP0957,PRD01950,WH019,1213,6/7/2023,7/5/2023,7/3/2023,Delivered
PO0065371,SUP0222,PRD00808,WH037,120,9/29/2024,10/6/2024,10/4/2024,Delivered
PO0065372,SUP0117,PRD01430,WH045,1401,5/3/2024,5/15/2024,,In Transit
PO0065373,SUP0786,PRD03825,WH013,4672,3/27/2026,4/8/2026,4/8/2026,Delivered
PO0065374,SUP0185,PRD01124,WH025,3871,5/29/2026,6/18/2026,6/20/2026,Delivered
PO0065375,SUP0886,PRD01535,WH031,3490,1/28/2026,2/8/2026,,Cancelled
PO0065376,SUP0519,PRD07870,WH015,4856,9/9/2024,9/27/2024,9/25/2024,Delivered
PO0065377,SUP0383,PRD03956,WH038,998,1/1/2023,1/8/2023,1/9/2023,Delivered
PO0065378,SUP0164,PRD07263,WH024,1536,5/17/2023,5/23/2023,,Cancelled
PO0065379,SUP0898,PRD05346,WH033,1289,9/8/2025,10/1/2025,9/29/2025,Delivered
PO0065380,SUP0484,PRD02074,WH012,2669,6/26/2026,7/13/2026,7/15/2026,Delivered
PO0065381,SUP0655,PRD03532,WH027,832,9/12/2023,9/15/2023,9/17/2023,Delivered
PO0065382,SUP0875,PRD02181,WH041,4524,8/12/2025,8/24/2025,,Pending
PO0065383,SUP0555,PRD08014,WH023,4988,6/9/2025,7/8/2025,,Pending
PO0065384,SUP0709,PRD03411,WH047,4099,3/22/2023,4/19/2023,,Pending
PO0065385,SUP0725,PRD08717,WH019,1793,6/16/2026,7/6/2026,7/8/2026,Delivered
PO0065386,SUP0726,PRD06692,WH007,1932,8/30/2024,9/26/2024,,Cancelled
PO0065387,SUP0200,PRD06269,WH044,3121,2/2/2024,2/23/2024,2/26/2024,Delivered
PO0065388,SUP0196,PRD08842,WH032,3385,10/14/2025,10/25/2025,11/6/2025,Delayed
PO0065389,SUP0631,PRD08997,WH046,4557,3/20/2026,4/18/2026,4/17/2026,Delivered
PO0065390,SUP0535,PRD09460,WH023,159,10/14/2025,10/26/2025,,Pending
PO0065391,SUP0031,PRD01156,WH026,1742,2/7/2026,2/22/2026,,Cancelled
PO0065392,SUP0722,PRD05865,WH005,108,2/7/2025,2/22/2025,2/23/2025,Delivered
PO0065393,SUP0860,PRD06777,WH005,2910,1/16/2025,2/11/2025,2/22/2025,Delayed
PO0065394,SUP0236,PRD06711,WH049,4106,8/11/2024,8/14/2024,,In Transit
PO0065395,SUP0030,PRD05926,WH036,4122,2/25/2025,3/23/2025,,Pending
PO0065396,SUP0607,PRD09486,WH028,1899,11/13/2024,12/4/2024,,In Transit
PO0065397,SUP0934,PRD09768,WH009,4964,12/20/2025,1/17/2026,1/16/2026,Delivered
