inventory_id,product_id,warehouse_id,stock_on_hand,stock_reserved,available_stock,last_updated
INV013343,PRD05351,WH006,3336,1127,2209,3/22/2026
INV013344,PRD01976,WH002,7902,476,7426,1/27/2026
INV013345,PRD07221,WH031,4907,1737,3170,6/28/2025
INV013346,PRD00538,WH009,9392,2310,7082,9/6/2025
INV013347,PRD04096,WH014,7653,2459,5194,11/21/2025
INV013348,PRD01148,WH029,6832,408,6424,5/6/2026
INV013349,PRD04955,WH013,6639,1181,5458,10/1/2025
INV013350,PRD04148,WH015,1511,61,1450,2/9/2026
INV013351,PRD08607,WH004,6717,174,6543,6/8/2026
INV013352,PRD01407,WH020,1087,131,956,11/18/2025
INV013353,PRD03627,WH024,237,32,205,6/1/2026
INV013354,PRD05774,WH003,5322,304,5018,1/8/2026
INV013355,PRD04977,WH012,3923,79,3844,9/22/2025
INV013356,PRD05614,WH012,1060,278,782,3/19/2026
INV013357,PRD03350,WH040,3770,610,3160,1/28/2026
INV013358,PRD06968,WH014,6082,277,5805,9/4/2025
INV013359,PRD06084,WH024,1283,140,1143,9/9/2025
INV013360,PRD05952,WH044,4156,760,3396,9/28/2025
INV013361,PRD09449,WH030,3520,1312,2208,11/3/2025
INV013362,PRD03888,WH048,5771,840,4931,2/20/2026
INV013363,PRD09487,WH010,7443,2126,5317,11/5/2025
INV013364,PRD04761,WH008,5766,185,5581,10/10/2025
INV013365,PRD07305,WH050,4911,730,4181,12/13/2025
INV013366,PRD02591,WH050,3695,226,3469,1/29/2026
INV013367,PRD00441,WH009,6788,703,6085,7/12/2025
INV013368,PRD04368,WH026,5812,1887,3925,2/11/2026
INV013369,PRD06565,WH050,6186,133,6053,6/24/2025
INV013370,PRD05548,WH037,4234,157,4077,2/25/2026
INV013371,PRD05768,WH043,7198,2608,4590,4/23/2026
INV013372,PRD06950,WH029,8463,2834,5629,9/28/2025
INV013373,PRD02915,WH049,6203,1903,4300,7/24/2025
INV013374,PRD09214,WH014,9701,3626,6075,7/27/2025
INV013375,PRD02932,WH024,8737,817,7920,3/5/2026
INV013376,PRD02947,WH031,6866,2191,4675,8/12/2025
INV013377,PRD05214,WH002,1606,541,1065,7/29/2025
INV013378,PRD08518,WH019,7552,1166,6386,3/28/2026
INV013379,PRD04878,WH042,5210,722,4488,3/24/2026
INV013380,PRD09276,WH010,6712,1381,5331,2/11/2026
INV013381,PRD04135,WH049,3113,212,2901,12/14/2025
INV013382,PRD02874,WH030,6802,401,6401,9/17/2025
INV013383,PRD07366,WH008,254,18,236,2/18/2026
INV013384,PRD05197,WH020,9540,2860,6680,7/7/2025
INV013385,PRD09485,WH041,6843,108,6735,1/1/2026
INV013386,PRD06441,WH016,3381,714,2667,10/10/2025
INV013387,PRD06457,WH035,7709,336,7373,7/17/2025
INV013388,PRD07906,WH041,824,147,677,10/30/2025
INV013389,PRD07507,WH035,5436,1737,3699,9/8/2025
INV013390,PRD02967,WH006,3571,770,2801,11/6/2025
INV013391,PRD09964,WH049,5889,1136,4753,6/15/2026
INV013392,PRD01825,WH024,9278,1222,8056,12/28/2025
INV013393,PRD05051,WH014,5703,82,5621,2/14/2026
INV013394,PRD04528,WH005,1071,138,933,1/19/2026
INV013395,PRD07757,WH013,3679,525,3154,12/15/2025
INV013396,PRD04225,WH006,8133,3129,5004,5/19/2026
INV013397,PRD01103,WH043,2478,697,1781,7/25/2025
INV013398,PRD03281,WH024,656,83,573,11/18/2025
INV013399,PRD07588,WH040,3155,117,3038,12/19/2025
INV013400,PRD07081,WH002,3013,432,2581,5/25/2026
INV013401,PRD03433,WH040,4801,63,4738,8/8/2025
INV013402,PRD08133,WH004,1569,104,1465,9/20/2025
INV013403,PRD01265,WH034,1040,85,955,3/24/2026
INV013404,PRD01946,WH013,1693,626,1067,4/28/2026
INV013405,PRD04040,WH038,4300,1247,3053,12/16/2025
INV013406,PRD06655,WH004,8665,256,8409,3/27/2026
INV013407,PRD06577,WH046,5455,787,4668,8/7/2025
INV013408,PRD01539,WH019,2685,641,2044,11/9/2025
INV013409,PRD02118,WH028,1231,162,1069,2/16/2026
INV013410,PRD07405,WH036,2753,535,2218,10/27/2025
INV013411,PRD07197,WH017,137,14,123,7/14/2025
INV013412,PRD00659,WH045,620,198,422,10/15/2025
INV013413,PRD08395,WH016,5664,265,5399,11/1/2025
INV013414,PRD09197,WH041,690,60,630,2/22/2026
INV013415,PRD07127,WH003,1276,181,1095,1/20/2026
INV013416,PRD03036,WH019,2790,639,2151,11/1/2025
INV013417,PRD01671,WH011,8014,2756,5258,6/22/2025
INV013418,PRD03197,WH016,9722,1433,8289,4/16/2026
INV013419,PRD05352,WH016,5563,1641,3922,7/8/2025
INV013420,PRD02392,WH050,8342,3239,5103,5/17/2026
INV013421,PRD02510,WH037,3201,88,3113,6/11/2026
INV013422,PRD01968,WH023,2034,250,1784,4/12/2026
INV013423,PRD01141,WH042,8929,2482,6447,3/1/2026
INV013424,PRD05835,WH018,7796,1158,6638,5/10/2026
INV013425,PRD04461,WH039,4517,1023,3494,8/11/2025
INV013426,PRD06781,WH001,3293,687,2606,12/30/2025
INV013427,PRD09254,WH032,4184,647,3537,4/14/2026
INV013428,PRD00879,WH023,9479,1333,8146,1/18/2026
INV013429,PRD02452,WH007,8456,2713,5743,7/5/2025
INV013430,PRD08924,WH040,7999,1368,6631,8/27/2025
INV013431,PRD01584,WH038,3372,23,3349,7/2/2025
INV013432,PRD08924,WH039,6953,543,6410,2/4/2026
INV013433,PRD04175,WH011,2278,850,1428,8/9/2025
INV013434,PRD07274,WH027,5315,253,5062,2/26/2026
INV013435,PRD04929,WH027,822,74,748,8/15/2025
INV013436,PRD05949,WH045,6824,2712,4112,4/6/2026
INV013437,PRD01322,WH014,6481,1575,4906,12/21/2025
INV013438,PRD01996,WH040,5178,781,4397,11/22/2025
INV013439,PRD02745,WH026,8975,1318,7657,11/6/2025
INV013440,PRD04430,WH034,7561,93,7468,4/5/2026
INV013441,PRD01768,WH038,8465,2170,6295,2/28/2026
INV013442,PRD06813,WH044,7312,1339,5973,5/29/2026
INV013443,PRD08038,WH021,647,117,530,8/31/2025
INV013444,PRD02149,WH010,386,38,348,7/9/2025
INV013445,PRD00818,WH032,7190,1801,5389,6/23/2025
INV013446,PRD04328,WH038,4068,1077,2991,9/30/2025
INV013447,PRD00827,WH002,622,142,480,8/17/2025
INV013448,PRD09544,WH024,6791,1219,5572,5/1/2026
INV013449,PRD05401,WH031,9100,1447,7653,8/8/2025
INV013450,PRD01377,WH041,5173,1699,3474,9/4/2025
INV013451,PRD01963,WH008,7523,2951,4572,1/29/2026
INV013452,PRD08947,WH018,3174,353,2821,3/6/2026
INV013453,PRD00925,WH020,1989,536,1453,12/31/2025
INV013454,PRD01776,WH048,8246,649,7597,3/22/2026
INV013455,PRD08191,WH016,6432,550,5882,2/20/2026
INV013456,PRD05468,WH016,8177,543,7634,4/1/2026
INV013457,PRD07340,WH041,4172,1332,2840,5/16/2026
INV013458,PRD05368,WH024,4626,1613,3013,5/28/2026
INV013459,PRD05142,WH035,5060,321,4739,3/24/2026
INV013460,PRD03371,WH004,3297,1229,2068,1/4/2026
INV013461,PRD08572,WH024,8419,387,8032,3/22/2026
INV013462,PRD02598,WH043,245,44,201,2/26/2026
INV013463,PRD07310,WH005,7132,821,6311,11/10/2025
INV013464,PRD05458,WH031,4845,1412,3433,9/19/2025
INV013465,PRD05666,WH032,2295,571,1724,2/21/2026
INV013466,PRD07025,WH043,2001,408,1593,11/28/2025
INV013467,PRD03550,WH003,4219,178,4041,6/28/2025
INV013468,PRD02796,WH019,2882,922,1960,7/30/2025
INV013469,PRD07766,WH026,3866,496,3370,9/18/2025
INV013470,PRD01258,WH041,6352,1370,4982,9/22/2025
INV013471,PRD02768,WH034,798,236,562,10/28/2025
INV013472,PRD06014,WH007,3592,426,3166,2/12/2026
INV013473,PRD03263,WH008,2187,701,1486,3/21/2026
INV013474,PRD09318,WH015,4354,911,3443,9/9/2025
INV013475,PRD00354,WH023,2457,436,2021,7/29/2025
INV013476,PRD08621,WH016,1454,230,1224,12/16/2025
INV013477,PRD03913,WH031,1601,437,1164,8/22/2025
INV013478,PRD09365,WH013,9967,3341,6626,2/6/2026
INV013479,PRD06314,WH033,2413,30,2383,8/20/2025
INV013480,PRD03233,WH002,7258,521,6737,8/10/2025
INV013481,PRD07067,WH018,6977,1472,5505,11/25/2025
INV013482,PRD00513,WH002,6930,1081,5849,11/9/2025
INV013483,PRD05121,WH034,3112,642,2470,7/19/2025
INV013484,PRD04522,WH014,6644,1879,4765,11/19/2025
INV013485,PRD00895,WH006,1422,199,1223,6/19/2025
INV013486,PRD02791,WH003,5271,941,4330,9/17/2025
INV013487,PRD09757,WH035,7333,1298,6035,2/11/2026
INV013488,PRD07820,WH037,7514,963,6551,5/15/2026
INV013489,PRD00848,WH015,3566,452,3114,7/26/2025
INV013490,PRD06614,WH022,3288,582,2706,8/15/2025
INV013491,PRD03576,WH041,478,149,329,9/13/2025
INV013492,PRD09756,WH048,5418,1903,3515,11/16/2025
INV013493,PRD00718,WH024,8024,1840,6184,1/9/2026
INV013494,PRD03362,WH035,599,99,500,10/9/2025
INV013495,PRD09077,WH016,5570,1788,3782,7/24/2025
INV013496,PRD04226,WH038,3518,1079,2439,8/28/2025
INV013497,PRD04518,WH024,1089,67,1022,6/20/2025
INV013498,PRD06562,WH031,8448,635,7813,8/28/2025
INV013499,PRD01921,WH043,9329,3314,6015,1/20/2026
INV013500,PRD03559,WH043,2076,603,1473,2/18/2026
INV013501,PRD01678,WH031,289,89,200,4/20/2026
INV013502,PRD04638,WH027,2933,655,2278,4/27/2026
INV013503,PRD04329,WH023,1534,415,1119,5/18/2026
INV013504,PRD09608,WH046,1804,320,1484,8/8/2025
INV013505,PRD06899,WH007,755,70,685,9/6/2025
INV013506,PRD04392,WH002,9612,842,8770,10/2/2025
INV013507,PRD08387,WH015,7485,623,6862,1/14/2026
INV013508,PRD09293,WH019,4911,1107,3804,3/17/2026
INV013509,PRD05349,WH005,7604,2597,5007,3/22/2026
INV013510,PRD04386,WH023,3109,683,2426,6/10/2026
INV013511,PRD05133,WH034,3498,860,2638,7/20/2025
INV013512,PRD01720,WH043,7507,433,7074,6/14/2026
INV013513,PRD08982,WH008,4158,602,3556,9/20/2025
INV013514,PRD08343,WH014,4845,620,4225,9/12/2025
INV013515,PRD02130,WH043,5988,680,5308,4/4/2026
INV013516,PRD06740,WH001,5383,358,5025,7/8/2025
INV013517,PRD04387,WH014,3716,1229,2487,9/16/2025
INV013518,PRD08949,WH043,3545,786,2759,12/6/2025
INV013519,PRD02630,WH047,1957,118,1839,5/9/2026
INV013520,PRD04554,WH026,1048,205,843,5/16/2026
INV013521,PRD03829,WH034,820,43,777,4/16/2026
INV013522,PRD05356,WH043,4241,1488,2753,7/9/2025
INV013523,PRD08179,WH032,6836,2694,4142,9/7/2025
INV013524,PRD09435,WH004,7713,2357,5356,10/5/2025
INV013525,PRD03690,WH023,9813,1551,8262,4/5/2026
INV013526,PRD06361,WH022,1390,540,850,9/5/2025
INV013527,PRD03134,WH046,3451,906,2545,12/28/2025
INV013528,PRD04093,WH020,8377,427,7950,1/21/2026
INV013529,PRD05033,WH049,1533,476,1057,9/27/2025
INV013530,PRD07953,WH027,5076,897,4179,5/23/2026
INV013531,PRD03387,WH048,6747,766,5981,2/2/2026
INV013532,PRD02626,WH048,2730,861,1869,1/16/2026
INV013533,PRD03445,WH016,7994,789,7205,3/9/2026
INV013534,PRD00255,WH016,108,36,72,7/26/2025
INV013535,PRD01215,WH032,5622,586,5036,3/14/2026
INV013536,PRD00712,WH004,222,49,173,7/4/2025
INV013537,PRD04926,WH013,6732,1775,4957,11/11/2025
INV013538,PRD05716,WH010,5686,116,5570,7/5/2025
INV013539,PRD02010,WH032,6029,975,5054,5/28/2026
INV013540,PRD09560,WH034,2528,399,2129,1/15/2026
INV013541,PRD04988,WH030,9971,2472,7499,12/31/2025
INV013542,PRD08652,WH024,7383,80,7303,12/8/2025
INV013543,PRD00945,WH005,5676,998,4678,10/4/2025
INV013544,PRD01690,WH009,672,178,494,4/16/2026
INV013545,PRD07509,WH047,8086,1008,7078,11/11/2025
INV013546,PRD06112,WH029,5160,850,4310,11/24/2025
INV013547,PRD02997,WH033,1546,455,1091,10/21/2025
INV013548,PRD02318,WH011,998,175,823,8/5/2025
INV013549,PRD02437,WH007,9002,1530,7472,3/21/2026
INV013550,PRD04603,WH045,9982,2938,7044,10/4/2025
INV013551,PRD04705,WH026,9727,276,9451,1/25/2026
INV013552,PRD02927,WH045,8271,1320,6951,7/5/2025
INV013553,PRD01862,WH015,6732,1092,5640,10/13/2025
INV013554,PRD04303,WH031,3346,687,2659,8/1/2025
INV013555,PRD07689,WH022,6345,2192,4153,10/10/2025
INV013556,PRD09406,WH018,2489,795,1694,10/23/2025
INV013557,PRD09787,WH020,5746,700,5046,7/21/2025
INV013558,PRD06746,WH006,9854,3168,6686,2/16/2026
INV013559,PRD00771,WH019,9398,851,8547,1/3/2026
INV013560,PRD01213,WH030,3197,480,2717,2/3/2026
INV013561,PRD09134,WH032,3591,847,2744,5/16/2026
INV013562,PRD04359,WH031,7182,543,6639,7/10/2025
INV013563,PRD06331,WH044,7078,2611,4467,8/20/2025
INV013564,PRD01351,WH044,9442,403,9039,11/29/2025
INV013565,PRD03299,WH025,5061,559,4502,5/25/2026
INV013566,PRD06315,WH007,7047,2647,4400,8/27/2025
INV013567,PRD07466,WH015,391,130,261,12/20/2025
INV013568,PRD00320,WH047,7321,2419,4902,11/8/2025
INV013569,PRD08935,WH035,3442,1186,2256,10/2/2025
INV013570,PRD02885,WH033,2006,481,1525,1/20/2026
INV013571,PRD04521,WH033,7327,954,6373,6/3/2026
INV013572,PRD02827,WH027,235,21,214,5/20/2026
INV013573,PRD06751,WH022,4071,11,4060,4/18/2026
INV013574,PRD01386,WH031,4189,271,3918,1/11/2026
INV013575,PRD01132,WH007,7246,2169,5077,8/8/2025
INV013576,PRD00410,WH028,6985,537,6448,12/20/2025
INV013577,PRD01408,WH007,2516,87,2429,7/26/2025
INV013578,PRD08678,WH048,7519,1784,5735,1/10/2026
INV013579,PRD06889,WH006,736,55,681,2/8/2026
INV013580,PRD07377,WH034,4122,752,3370,10/24/2025
INV013581,PRD01351,WH004,3755,497,3258,10/11/2025
INV013582,PRD04693,WH034,7720,942,6778,8/27/2025
INV013583,PRD01070,WH012,5772,1575,4197,11/25/2025
INV013584,PRD04406,WH006,1429,529,900,6/7/2026
INV013585,PRD00440,WH007,6210,813,5397,9/24/2025
INV013586,PRD00979,WH037,5323,1245,4078,6/4/2026
INV013587,PRD02247,WH024,3807,174,3633,10/25/2025
INV013588,PRD07759,WH045,7397,1659,5738,1/15/2026
INV013589,PRD01394,WH009,6120,652,5468,7/29/2025
INV013590,PRD05034,WH031,6872,1296,5576,5/14/2026
INV013591,PRD03426,WH041,5220,1368,3852,1/2/2026
INV013592,PRD09828,WH019,366,105,261,9/26/2025
INV013593,PRD09521,WH049,648,217,431,2/23/2026
INV013594,PRD01159,WH023,6541,1585,4956,5/6/2026
INV013595,PRD06334,WH031,2472,34,2438,9/20/2025
INV013596,PRD07127,WH039,3914,674,3240,10/27/2025
INV013597,PRD04393,WH013,3322,394,2928,1/13/2026
INV013598,PRD00716,WH015,6900,347,6553,10/1/2025
INV013599,PRD04745,WH048,8181,704,7477,12/10/2025
INV013600,PRD01315,WH038,6633,1268,5365,10/29/2025
INV013601,PRD02398,WH025,6544,1987,4557,8/15/2025
INV013602,PRD08626,WH024,1613,247,1366,8/19/2025
INV013603,PRD06898,WH050,8880,2699,6181,7/16/2025
INV013604,PRD00004,WH023,3364,991,2373,6/12/2026
INV013605,PRD09715,WH026,4019,409,3610,4/25/2026
INV013606,PRD03700,WH044,633,25,608,5/9/2026
INV013607,PRD08412,WH015,8481,945,7536,10/5/2025
INV013608,PRD07182,WH050,919,19,900,5/19/2026
INV013609,PRD06527,WH049,1496,91,1405,4/3/2026
INV013610,PRD03682,WH050,9919,2550,7369,6/15/2026
INV013611,PRD09739,WH008,6058,1737,4321,10/16/2025
INV013612,PRD07966,WH023,8767,703,8064,6/8/2026
INV013613,PRD08102,WH038,7739,1982,5757,8/14/2025
INV013614,PRD06896,WH015,2028,22,2006,6/11/2026
INV013615,PRD03130,WH040,2733,704,2029,5/26/2026
INV013616,PRD06647,WH007,6663,2114,4549,10/26/2025
INV013617,PRD01576,WH015,4375,894,3481,10/28/2025
INV013618,PRD03497,WH032,6843,157,6686,6/23/2025
INV013619,PRD05569,WH022,1334,231,1103,5/14/2026
INV013620,PRD09951,WH013,9982,2661,7321,10/8/2025
INV013621,PRD00981,WH028,1999,33,1966,9/2/2025
INV013622,PRD07866,WH046,1663,87,1576,4/21/2026
INV013623,PRD05537,WH044,4552,1197,3355,11/26/2025
INV013624,PRD07344,WH032,6897,450,6447,9/23/2025
INV013625,PRD09006,WH002,9561,783,8778,4/12/2026
INV013626,PRD02606,WH014,6554,272,6282,5/28/2026
INV013627,PRD04930,WH038,3191,319,2872,8/19/2025
INV013628,PRD07765,WH007,2427,778,1649,8/29/2025
INV013629,PRD06275,WH016,4571,1305,3266,11/16/2025
INV013630,PRD01614,WH009,3418,1058,2360,5/26/2026
INV013631,PRD03308,WH005,6021,724,5297,2/12/2026
INV013632,PRD01266,WH029,6733,1620,5113,7/18/2025
INV013633,PRD04434,WH010,3584,888,2696,7/14/2025
INV013634,PRD02644,WH008,9399,2355,7044,6/7/2026
INV013635,PRD09470,WH028,2303,18,2285,8/17/2025
INV013636,PRD05656,WH041,5481,1669,3812,8/20/2025
INV013637,PRD07705,WH013,3172,140,3032,11/22/2025
INV013638,PRD02058,WH012,9758,2642,7116,1/27/2026
INV013639,PRD06279,WH031,4872,572,4300,2/17/2026
INV013640,PRD06415,WH026,6331,2039,4292,3/28/2026
INV013641,PRD08066,WH048,1592,183,1409,2/21/2026
INV013642,PRD08521,WH013,462,106,356,2/1/2026
INV013643,PRD00566,WH028,9153,3242,5911,4/10/2026
INV013644,PRD06939,WH005,5911,1628,4283,9/20/2025
INV013645,PRD06225,WH027,4108,1296,2812,2/21/2026
INV013646,PRD00837,WH007,8211,2736,5475,5/15/2026
INV013647,PRD07182,WH016,6067,1085,4982,8/17/2025
INV013648,PRD02725,WH048,8613,841,7772,4/19/2026
INV013649,PRD05966,WH043,9821,3552,6269,7/12/2025
INV013650,PRD03201,WH005,3741,942,2799,2/21/2026
INV013651,PRD06336,WH032,5394,866,4528,9/25/2025
INV013652,PRD01275,WH004,2638,169,2469,9/7/2025
INV013653,PRD05088,WH036,6084,1859,4225,1/13/2026
INV013654,PRD07422,WH009,2190,527,1663,4/3/2026
INV013655,PRD05129,WH026,938,269,669,3/15/2026
INV013656,PRD03739,WH031,188,52,136,3/18/2026
INV013657,PRD05925,WH029,2797,812,1985,9/7/2025
INV013658,PRD09706,WH044,1596,546,1050,8/4/2025
INV013659,PRD00756,WH011,7570,1930,5640,12/6/2025
INV013660,PRD03383,WH044,8836,3345,5491,4/23/2026
INV013661,PRD04323,WH030,8173,2558,5615,12/16/2025
INV013662,PRD02172,WH003,2266,1,2265,10/21/2025
INV013663,PRD09129,WH028,9900,2509,7391,7/30/2025
INV013664,PRD08568,WH017,7480,1683,5797,3/11/2026
INV013665,PRD00076,WH008,9717,3351,6366,2/28/2026
INV013666,PRD00827,WH036,4498,1190,3308,8/20/2025
INV013667,PRD03795,WH004,3996,781,3215,4/27/2026
INV013668,PRD08993,WH045,1395,19,1376,5/14/2026
INV013669,PRD07097,WH029,4090,1404,2686,6/14/2026
INV013670,PRD05045,WH026,4511,1619,2892,6/30/2025
INV013671,PRD06334,WH045,7953,2318,5635,3/15/2026
INV013672,PRD08874,WH007,5706,539,5167,12/20/2025
INV013673,PRD04597,WH037,6672,272,6400,4/22/2026
INV013674,PRD03096,WH001,6140,223,5917,1/19/2026
INV013675,PRD01845,WH034,4815,1593,3222,11/17/2025
INV013676,PRD00630,WH043,6510,128,6382,9/19/2025
INV013677,PRD09457,WH027,6445,1408,5037,3/6/2026
INV013678,PRD02835,WH035,4294,151,4143,12/26/2025
INV013679,PRD09059,WH044,9023,1217,7806,6/16/2026
INV013680,PRD00647,WH017,3595,881,2714,9/30/2025
INV013681,PRD01644,WH019,8521,2659,5862,3/9/2026
INV013682,PRD07133,WH022,4603,1304,3299,12/22/2025
INV013683,PRD00473,WH050,7449,534,6915,11/24/2025
INV013684,PRD02295,WH003,6346,304,6042,11/16/2025
INV013685,PRD04637,WH009,4835,752,4083,6/9/2026
INV013686,PRD04261,WH016,7906,2267,5639,4/14/2026
INV013687,PRD03569,WH005,1088,56,1032,5/10/2026
INV013688,PRD08705,WH006,5354,941,4413,5/12/2026
INV013689,PRD00760,WH034,5365,1345,4020,12/12/2025
INV013690,PRD03520,WH020,2084,81,2003,7/6/2025
INV013691,PRD06437,WH021,5322,229,5093,7/23/2025
INV013692,PRD06967,WH030,2521,39,2482,10/26/2025
INV013693,PRD00698,WH016,2862,943,1919,1/5/2026
INV013694,PRD03654,WH042,8004,904,7100,10/8/2025
INV013695,PRD07311,WH041,9629,1095,8534,4/10/2026
INV013696,PRD06924,WH039,8121,354,7767,6/15/2026
INV013697,PRD07825,WH037,3566,1114,2452,6/14/2026
INV013698,PRD08703,WH018,6429,1061,5368,9/3/2025
INV013699,PRD06956,WH039,940,366,574,6/20/2025
INV013700,PRD02220,WH045,4822,25,4797,7/10/2025
INV013701,PRD02151,WH047,8845,2091,6754,12/29/2025
INV013702,PRD08652,WH040,5322,2099,3223,5/30/2026
INV013703,PRD09519,WH003,4684,1849,2835,3/11/2026
INV013704,PRD05167,WH015,913,118,795,6/12/2026
INV013705,PRD02261,WH011,1623,28,1595,8/16/2025
INV013706,PRD06984,WH003,8212,46,8166,9/23/2025
INV013707,PRD05958,WH010,4374,771,3603,7/25/2025
INV013708,PRD01869,WH038,3521,859,2662,11/20/2025
INV013709,PRD06342,WH017,9894,115,9779,11/14/2025
INV013710,PRD04870,WH021,5959,32,5927,2/1/2026
INV013711,PRD05286,WH014,6789,405,6384,5/18/2026
INV013712,PRD05079,WH004,9136,1151,7985,6/7/2026
INV013713,PRD08277,WH020,314,79,235,5/22/2026
INV013714,PRD08126,WH040,5928,2234,3694,2/5/2026
INV013715,PRD08174,WH016,4654,1741,2913,6/18/2026
INV013716,PRD00453,WH041,9153,967,8186,11/28/2025
INV013717,PRD08018,WH043,6661,288,6373,10/10/2025
INV013718,PRD07994,WH014,1639,554,1085,12/22/2025
INV013719,PRD02121,WH002,6918,1561,5357,6/18/2026
INV013720,PRD00773,WH006,3136,1216,1920,3/24/2026
INV013721,PRD09338,WH019,6525,2015,4510,3/22/2026
INV013722,PRD08905,WH024,1719,294,1425,4/8/2026
INV013723,PRD09899,WH045,7441,311,7130,5/15/2026
INV013724,PRD07364,WH026,2385,917,1468,7/2/2025
INV013725,PRD01265,WH049,8881,2467,6414,4/13/2026
INV013726,PRD02096,WH041,4119,1329,2790,12/6/2025
INV013727,PRD04977,WH033,318,60,258,10/21/2025
INV013728,PRD09364,WH015,5148,1455,3693,4/13/2026
INV013729,PRD00126,WH026,3343,953,2390,2/4/2026
INV013730,PRD01338,WH032,3624,271,3353,6/28/2025
INV013731,PRD08969,WH008,4707,257,4450,11/30/2025
INV013732,PRD06178,WH029,5041,320,4721,5/26/2026
INV013733,PRD02225,WH013,1112,132,980,9/11/2025
INV013734,PRD00611,WH004,2158,6,2152,9/24/2025
INV013735,PRD09869,WH031,7710,657,7053,6/16/2026
INV013736,PRD01548,WH001,8837,2422,6415,2/4/2026
INV013737,PRD04284,WH019,5024,839,4185,6/14/2026
INV013738,PRD09330,WH040,2730,1023,1707,8/12/2025
INV013739,PRD01767,WH023,4014,1369,2645,12/17/2025
INV013740,PRD07720,WH001,485,136,349,10/17/2025
INV013741,PRD05471,WH015,8586,416,8170,8/13/2025
INV013742,PRD04727,WH031,7037,472,6565,9/15/2025
INV013743,PRD08306,WH009,9600,509,9091,4/15/2026
INV013744,PRD09409,WH050,2353,780,1573,4/2/2026
INV013745,PRD07508,WH013,1866,93,1773,12/25/2025
INV013746,PRD02079,WH034,5498,2173,3325,3/4/2026
INV013747,PRD00240,WH009,5294,856,4438,10/24/2025
INV013748,PRD01977,WH008,7043,1098,5945,9/16/2025
INV013749,PRD00239,WH012,7891,1764,6127,4/10/2026
INV013750,PRD07855,WH023,8875,230,8645,3/8/2026
INV013751,PRD09504,WH040,8703,1571,7132,3/7/2026
INV013752,PRD06171,WH023,1946,81,1865,5/1/2026
INV013753,PRD02992,WH036,1926,18,1908,10/11/2025
INV013754,PRD09245,WH044,1497,588,909,5/23/2026
INV013755,PRD01116,WH008,209,30,179,10/25/2025
INV013756,PRD08379,WH019,9484,3111,6373,1/20/2026
INV013757,PRD01853,WH043,8780,2590,6190,9/13/2025
INV013758,PRD07807,WH010,2339,413,1926,3/3/2026
INV013759,PRD07438,WH041,2698,631,2067,9/14/2025
INV013760,PRD00909,WH027,3213,113,3100,9/19/2025
INV013761,PRD01034,WH010,142,5,137,4/1/2026
INV013762,PRD02962,WH019,8979,166,8813,11/28/2025
INV013763,PRD07248,WH037,1714,679,1035,12/22/2025
INV013764,PRD03946,WH045,6996,2457,4539,12/30/2025
INV013765,PRD08874,WH023,7345,247,7098,9/25/2025
INV013766,PRD09266,WH009,3379,1342,2037,9/25/2025
INV013767,PRD03701,WH028,9140,1992,7148,9/5/2025
INV013768,PRD08600,WH046,7186,233,6953,7/3/2025
INV013769,PRD00718,WH010,4151,560,3591,10/9/2025
INV013770,PRD07540,WH019,5920,483,5437,7/24/2025
INV013771,PRD06693,WH025,7837,2657,5180,12/4/2025
INV013772,PRD04176,WH042,8940,2050,6890,2/2/2026
INV013773,PRD09362,WH043,2505,413,2092,8/9/2025
INV013774,PRD00634,WH008,8211,1982,6229,11/2/2025
INV013775,PRD08379,WH046,1116,380,736,1/17/2026
INV013776,PRD07544,WH022,7671,2388,5283,1/25/2026
INV013777,PRD05920,WH014,6394,566,5828,3/22/2026
INV013778,PRD00468,WH042,1464,33,1431,3/1/2026
INV013779,PRD00920,WH025,3851,742,3109,3/16/2026
INV013780,PRD03126,WH012,6313,170,6143,4/14/2026
INV013781,PRD05674,WH017,255,90,165,12/7/2025
INV013782,PRD08737,WH029,7813,517,7296,11/30/2025
INV013783,PRD07155,WH030,6065,581,5484,5/24/2026
INV013784,PRD08808,WH019,1465,209,1256,3/13/2026
INV013785,PRD07867,WH034,931,233,698,11/21/2025
INV013786,PRD02793,WH035,1445,27,1418,9/26/2025
INV013787,PRD02896,WH025,6756,1903,4853,10/22/2025
INV013788,PRD06004,WH034,2672,598,2074,11/15/2025
INV013789,PRD05733,WH049,4686,500,4186,9/1/2025
INV013790,PRD04785,WH030,6596,2131,4465,8/16/2025
INV013791,PRD08858,WH034,1574,294,1280,1/2/2026
INV013792,PRD03219,WH033,3833,589,3244,3/28/2026
INV013793,PRD05939,WH005,5822,801,5021,7/30/2025
INV013794,PRD08877,WH026,3650,1304,2346,7/29/2025
INV013795,PRD04367,WH040,8193,2909,5284,4/6/2026
INV013796,PRD07185,WH026,746,52,694,5/12/2026
INV013797,PRD09689,WH038,2311,628,1683,1/31/2026
INV013798,PRD02889,WH010,2531,833,1698,12/14/2025
INV013799,PRD01870,WH032,6880,1443,5437,10/4/2025
INV013800,PRD00307,WH022,2658,76,2582,12/19/2025
INV013801,PRD05949,WH048,3847,1387,2460,10/2/2025
INV013802,PRD04579,WH032,8951,1012,7939,3/13/2026
INV013803,PRD02215,WH038,3438,660,2778,3/24/2026
INV013804,PRD07326,WH022,6761,170,6591,10/20/2025
