defect_id,product_id,supplier_id,warehouse_id,defect_type,defect_count,inspection_date,severity
DEF015755,PRD01886,SUP0342,WH041,Expired Product,336,6/16/2023,Low
DEF015756,PRD05462,SUP0962,WH034,Contamination,158,4/28/2024,High
DEF015757,PRD05157,SUP0144,WH014,Contamination,12,2/16/2025,Medium
DEF015758,PRD08970,SUP0239,WH040,Broken Item,127,6/29/2026,Low
DEF015759,PRD08666,SUP0662,WH008,Contamination,423,2/17/2025,Medium
DEF015760,PRD07692,SUP0834,WH032,Transit Damage,198,12/21/2023,Medium
DEF015761,PRD04162,SUP0070,WH041,Expired Product,277,6/26/2024,Low
DEF015762,PRD08515,SUP0451,WH046,Transit Damage,310,10/31/2025,High
DEF015763,PRD04001,SUP0232,WH036,Transit Damage,250,1/30/2024,High
DEF015764,PRD04198,SUP0415,WH040,Quality Failure,55,1/24/2026,Low
DEF015765,PRD06993,SUP0314,WH007,Broken Item,10,4/26/2026,Medium
DEF015766,PRD06283,SUP0693,WH024,Quality Failure,500,12/27/2024,Medium
DEF015767,PRD08497,SUP0556,WH025,Contamination,128,2/11/2024,Low
DEF015768,PRD07598,SUP0590,WH012,Quality Failure,213,12/20/2023,Medium
DEF015769,PRD02257,SUP0664,WH006,Expired Product,287,6/29/2026,Low
DEF015770,PRD00215,SUP0655,WH020,Expired Product,445,4/15/2023,Low
DEF015771,PRD03547,SUP0389,WH008,Quality Failure,436,6/14/2024,Low
DEF015772,PRD07802,SUP0428,WH007,Label Error,500,7/20/2025,High
DEF015773,PRD04294,SUP0399,WH009,Transit Damage,211,2/20/2026,Critical
DEF015774,PRD08912,SUP0015,WH009,Broken Item,85,4/13/2023,Low
DEF015775,PRD08498,SUP0623,WH031,Contamination,158,11/28/2025,Medium
DEF015776,PRD03183,SUP0730,WH002,Packaging Damage,80,10/26/2024,Medium
DEF015777,PRD06015,SUP0550,WH019,Quality Failure,360,6/26/2023,Medium
DEF015778,PRD02533,SUP0696,WH026,Quality Failure,294,3/26/2025,Low
DEF015779,PRD01868,SUP0499,WH016,Contamination,239,1/20/2024,High
DEF015780,PRD04163,SUP0399,WH022,Transit Damage,395,11/19/2023,High
DEF015781,PRD08380,SUP0210,WH002,Label Error,205,3/29/2025,Medium
DEF015782,PRD00591,SUP0699,WH024,Transit Damage,104,7/19/2025,Low
DEF015783,PRD02820,SUP0640,WH037,Label Error,467,4/6/2026,Low
DEF015784,PRD04957,SUP0170,WH002,Quality Failure,304,5/21/2024,High
DEF015785,PRD04002,SUP0150,WH015,Label Error,138,6/11/2025,High
DEF015786,PRD03676,SUP0618,WH025,Packaging Damage,259,12/27/2024,Medium
DEF015787,PRD09688,SUP0304,WH048,Packaging Damage,386,5/8/2024,High
DEF015788,PRD03962,SUP0649,WH043,Quality Failure,147,7/8/2024,High
DEF015789,PRD09152,SUP0737,WH041,Contamination,268,10/14/2024,High
DEF015790,PRD01300,SUP0975,WH019,Broken Item,396,6/19/2024,Medium
DEF015791,PRD08839,SUP0714,WH004,Expired Product,497,5/3/2026,Low
DEF015792,PRD08504,SUP0364,WH017,Label Error,376,5/23/2023,High
DEF015793,PRD06127,SUP0157,WH010,Contamination,218,12/1/2023,Low
DEF015794,PRD03341,SUP0173,WH047,Transit Damage,307,11/19/2024,High
DEF015795,PRD02169,SUP0221,WH045,Broken Item,254,6/10/2023,Low
DEF015796,PRD00585,SUP0401,WH008,Expired Product,215,2/14/2024,High
DEF015797,PRD06138,SUP0030,WH010,Expired Product,165,5/2/2026,Medium
DEF015798,PRD04914,SUP0019,WH045,Contamination,497,12/21/2024,Medium
DEF015799,PRD07130,SUP0982,WH036,Quality Failure,321,1/31/2024,Medium
DEF015800,PRD03741,SUP0715,WH008,Packaging Damage,28,11/15/2024,Critical
DEF015801,PRD06605,SUP0597,WH022,Contamination,173,3/14/2026,Low
DEF015802,PRD01777,SUP0488,WH045,Packaging Damage,436,9/11/2025,Critical
DEF015803,PRD02966,SUP0998,WH007,Quality Failure,137,2/25/2025,Medium
DEF015804,PRD03853,SUP0022,WH010,Broken Item,472,7/28/2023,High
DEF015805,PRD07418,SUP0801,WH043,Transit Damage,477,9/3/2024,High
DEF015806,PRD05624,SUP0459,WH047,Expired Product,194,4/1/2024,High
DEF015807,PRD07002,SUP0667,WH047,Broken Item,270,12/22/2024,Low
DEF015808,PRD09698,SUP0450,WH016,Quality Failure,427,5/7/2025,Low
DEF015809,PRD00499,SUP0072,WH040,Transit Damage,357,3/31/2025,Medium
DEF015810,PRD08487,SUP0097,WH038,Broken Item,69,6/29/2024,Medium
DEF015811,PRD00421,SUP0364,WH009,Label Error,139,12/2/2023,Low
DEF015812,PRD01629,SUP0501,WH036,Broken Item,136,8/25/2025,Low
DEF015813,PRD06093,SUP0240,WH024,Transit Damage,442,3/19/2024,Low
DEF015814,PRD03776,SUP0073,WH005,Broken Item,294,11/12/2023,Low
DEF015815,PRD09668,SUP0292,WH049,Expired Product,55,1/22/2024,High
DEF015816,PRD00302,SUP0535,WH033,Quality Failure,112,5/2/2026,Low
DEF015817,PRD00113,SUP0428,WH048,Quality Failure,399,1/13/2023,Low
DEF015818,PRD00836,SUP0231,WH002,Contamination,293,3/18/2023,Low
DEF015819,PRD01223,SUP0174,WH026,Packaging Damage,357,6/8/2026,Low
DEF015820,PRD02309,SUP0494,WH034,Packaging Damage,81,3/31/2023,Medium
DEF015821,PRD00690,SUP0330,WH049,Quality Failure,118,3/11/2024,Low
DEF015822,PRD04022,SUP0947,WH035,Quality Failure,24,8/18/2023,Low
DEF015823,PRD08847,SUP0029,WH016,Expired Product,194,7/9/2024,Low
DEF015824,PRD06615,SUP0396,WH033,Quality Failure,337,4/19/2025,Medium
DEF015825,PRD05151,SUP0669,WH023,Label Error,215,11/20/2024,Low
DEF015826,PRD06339,SUP0668,WH020,Transit Damage,239,2/27/2023,Critical
DEF015827,PRD01458,SUP0634,WH020,Transit Damage,22,1/31/2023,Medium
DEF015828,PRD08986,SUP0831,WH031,Expired Product,282,4/22/2023,High
DEF015829,PRD00783,SUP0645,WH036,Packaging Damage,236,6/11/2024,High
DEF015830,PRD00813,SUP0256,WH034,Transit Damage,275,1/21/2025,Medium
DEF015831,PRD09327,SUP0822,WH050,Packaging Damage,115,1/13/2026,High
DEF015832,PRD00322,SUP0557,WH001,Broken Item,151,11/6/2024,Low
DEF015833,PRD05304,SUP0482,WH031,Quality Failure,467,2/19/2024,Medium
DEF015834,PRD00413,SUP0184,WH007,Label Error,132,8/18/2025,High
DEF015835,PRD08216,SUP0557,WH045,Transit Damage,490,1/24/2026,Medium
DEF015836,PRD04877,SUP0845,WH007,Label Error,307,6/25/2023,Low
DEF015837,PRD07888,SUP0570,WH003,Broken Item,2,7/17/2023,Medium
DEF015838,PRD05075,SUP0689,WH046,Packaging Damage,370,5/28/2026,Low
DEF015839,PRD09083,SUP0881,WH040,Label Error,200,6/23/2025,Medium
DEF015840,PRD02963,SUP0599,WH002,Broken Item,342,4/12/2024,Medium
DEF015841,PRD09970,SUP0427,WH028,Transit Damage,417,5/22/2025,Low
DEF015842,PRD02826,SUP0663,WH003,Expired Product,218,4/24/2025,Low
DEF015843,PRD01030,SUP0093,WH013,Contamination,444,4/19/2026,High
DEF015844,PRD02409,SUP0394,WH040,Packaging Damage,15,12/25/2024,High
DEF015845,PRD09038,SUP0441,WH032,Contamination,394,3/8/2024,Low
DEF015846,PRD05293,SUP0605,WH006,Label Error,91,4/8/2026,Medium
DEF015847,PRD04155,SUP0567,WH032,Broken Item,495,9/7/2023,Medium
DEF015848,PRD04147,SUP0576,WH020,Label Error,250,8/16/2025,Low
DEF015849,PRD00378,SUP0005,WH017,Label Error,440,1/7/2026,Low
DEF015850,PRD00696,SUP0055,WH026,Label Error,317,1/11/2023,Low
DEF015851,PRD00703,SUP0829,WH047,Quality Failure,483,5/4/2023,Low
DEF015852,PRD04167,SUP0274,WH032,Quality Failure,427,8/27/2025,High
DEF015853,PRD01100,SUP0539,WH016,Transit Damage,339,5/18/2025,Low
DEF015854,PRD05721,SUP0708,WH015,Broken Item,449,8/27/2025,Medium
DEF015855,PRD05531,SUP0765,WH002,Quality Failure,450,5/24/2023,Medium
DEF015856,PRD05325,SUP0303,WH038,Quality Failure,464,3/6/2025,Medium
DEF015857,PRD01649,SUP0465,WH044,Label Error,189,1/19/2024,Medium
DEF015858,PRD06918,SUP0733,WH035,Contamination,107,12/4/2024,High
DEF015859,PRD01203,SUP0808,WH026,Label Error,271,10/3/2023,Low
DEF015860,PRD09712,SUP0925,WH003,Transit Damage,237,9/1/2024,Low
DEF015861,PRD02261,SUP0225,WH001,Broken Item,364,6/22/2025,Medium
DEF015862,PRD02628,SUP0367,WH012,Quality Failure,281,12/14/2023,High
DEF015863,PRD04826,SUP0389,WH007,Label Error,260,11/10/2025,Medium
DEF015864,PRD03651,SUP0222,WH023,Quality Failure,205,7/19/2023,Low
DEF015865,PRD04645,SUP0629,WH039,Contamination,4,10/5/2023,High
DEF015866,PRD06396,SUP0640,WH043,Expired Product,113,8/14/2024,Medium
DEF015867,PRD08965,SUP0875,WH020,Label Error,397,12/10/2024,Low
DEF015868,PRD03374,SUP0934,WH005,Expired Product,75,5/24/2025,Medium
DEF015869,PRD01728,SUP0622,WH025,Expired Product,479,9/23/2024,Low
DEF015870,PRD02342,SUP0335,WH004,Transit Damage,63,3/24/2024,Medium
DEF015871,PRD01879,SUP0877,WH020,Label Error,12,11/25/2024,Low
DEF015872,PRD01874,SUP0111,WH039,Expired Product,283,3/21/2025,Low
DEF015873,PRD05286,SUP0388,WH001,Transit Damage,70,7/31/2023,Low
DEF015874,PRD01084,SUP0848,WH020,Broken Item,5,8/23/2023,Low
DEF015875,PRD05161,SUP0455,WH037,Quality Failure,50,4/16/2026,Low
DEF015876,PRD05196,SUP0869,WH050,Label Error,377,5/11/2026,Low
DEF015877,PRD01698,SUP0795,WH002,Label Error,98,1/24/2025,Low
DEF015878,PRD00586,SUP0592,WH045,Broken Item,286,6/23/2024,Low
DEF015879,PRD02752,SUP0026,WH016,Packaging Damage,421,3/26/2025,Medium
DEF015880,PRD00014,SUP0264,WH022,Contamination,2,10/4/2024,Low
DEF015881,PRD03352,SUP0125,WH009,Expired Product,32,12/13/2025,Medium
DEF015882,PRD01576,SUP0280,WH020,Broken Item,398,7/30/2025,High
DEF015883,PRD03800,SUP0843,WH047,Expired Product,471,11/25/2023,Medium
DEF015884,PRD09555,SUP0937,WH025,Transit Damage,163,3/10/2026,Medium
DEF015885,PRD08225,SUP0998,WH038,Broken Item,227,2/9/2024,Low
DEF015886,PRD08157,SUP0464,WH011,Transit Damage,69,9/23/2023,High
DEF015887,PRD03684,SUP0716,WH049,Broken Item,359,6/8/2025,Low
DEF015888,PRD00900,SUP0631,WH023,Label Error,17,1/29/2023,Low
DEF015889,PRD07301,SUP0058,WH006,Quality Failure,144,5/13/2026,High
DEF015890,PRD08808,SUP0568,WH021,Contamination,155,11/15/2023,Low
DEF015891,PRD02969,SUP0007,WH015,Transit Damage,230,3/7/2023,Low
DEF015892,PRD08912,SUP0015,WH025,Transit Damage,155,11/4/2023,High
DEF015893,PRD08148,SUP0996,WH026,Packaging Damage,299,6/21/2023,Low
DEF015894,PRD00662,SUP0716,WH006,Transit Damage,36,2/13/2025,Low
DEF015895,PRD04868,SUP0772,WH041,Transit Damage,45,3/15/2024,High
DEF015896,PRD08179,SUP0245,WH047,Quality Failure,422,7/19/2024,Medium
DEF015897,PRD00584,SUP0342,WH015,Broken Item,148,2/19/2024,Low
DEF015898,PRD09963,SUP0331,WH008,Packaging Damage,351,3/16/2023,High
DEF015899,PRD06912,SUP0725,WH032,Expired Product,221,1/4/2023,High
DEF015900,PRD06680,SUP0164,WH028,Contamination,442,1/19/2023,Low
DEF015901,PRD04287,SUP0746,WH001,Broken Item,176,1/17/2023,Medium
DEF015902,PRD01029,SUP0789,WH003,Expired Product,150,2/3/2025,Low
DEF015903,PRD07149,SUP0229,WH040,Quality Failure,447,10/9/2025,Low
DEF015904,PRD06829,SUP0394,WH012,Quality Failure,180,9/15/2025,Medium
DEF015905,PRD08424,SUP0317,WH010,Label Error,258,7/5/2023,Critical
DEF015906,PRD07760,SUP0455,WH016,Expired Product,472,2/6/2025,Low
DEF015907,PRD07275,SUP0995,WH036,Label Error,227,2/4/2026,High
DEF015908,PRD04391,SUP0327,WH005,Expired Product,418,11/12/2024,High
DEF015909,PRD08829,SUP0359,WH004,Label Error,296,7/29/2024,Medium
DEF015910,PRD03854,SUP0723,WH044,Broken Item,490,7/8/2023,Low
DEF015911,PRD00057,SUP0607,WH029,Contamination,275,1/28/2023,High
DEF015912,PRD01292,SUP0167,WH035,Packaging Damage,499,2/10/2025,Low
DEF015913,PRD07230,SUP0251,WH043,Transit Damage,168,11/21/2025,Low
DEF015914,PRD06511,SUP0421,WH013,Quality Failure,146,4/27/2023,High
DEF015915,PRD04929,SUP0135,WH002,Label Error,393,5/5/2026,Critical
DEF015916,PRD06097,SUP0219,WH037,Expired Product,60,7/12/2025,Low
DEF015917,PRD03731,SUP0376,WH013,Packaging Damage,363,3/11/2024,Low
DEF015918,PRD05647,SUP0714,WH025,Expired Product,117,11/17/2025,Low
DEF015919,PRD00811,SUP0791,WH008,Label Error,422,8/8/2023,Low
DEF015920,PRD02236,SUP0039,WH034,Quality Failure,26,1/12/2025,Low
DEF015921,PRD00609,SUP0166,WH048,Packaging Damage,119,4/10/2026,Low
DEF015922,PRD06490,SUP0410,WH006,Quality Failure,255,3/22/2026,Low
DEF015923,PRD08657,SUP0827,WH026,Quality Failure,188,4/18/2025,Low
DEF015924,PRD06894,SUP0740,WH048,Transit Damage,114,11/21/2023,Medium
DEF015925,PRD00547,SUP0518,WH041,Broken Item,474,6/5/2024,Low
DEF015926,PRD03447,SUP0475,WH011,Label Error,289,7/8/2025,Medium
DEF015927,PRD06424,SUP0864,WH011,Quality Failure,121,7/10/2023,High
DEF015928,PRD01958,SUP0763,WH007,Contamination,465,9/27/2024,Low
DEF015929,PRD00551,SUP0872,WH042,Quality Failure,497,6/11/2023,Medium
DEF015930,PRD05465,SUP1000,WH038,Quality Failure,32,12/15/2024,Medium
DEF015931,PRD01139,SUP0437,WH022,Broken Item,105,7/28/2025,Critical
DEF015932,PRD06719,SUP0688,WH011,Expired Product,281,1/14/2023,Low
DEF015933,PRD08996,SUP0958,WH049,Contamination,285,4/10/2026,High
DEF015934,PRD09454,SUP0085,WH020,Transit Damage,132,7/4/2025,Low
DEF015935,PRD01952,SUP0232,WH027,Label Error,363,12/19/2023,Low
DEF015936,PRD07836,SUP0407,WH013,Contamination,255,5/2/2023,Medium
DEF015937,PRD08344,SUP0751,WH015,Packaging Damage,467,1/26/2026,Critical
DEF015938,PRD08620,SUP0308,WH046,Label Error,485,11/16/2025,Low
DEF015939,PRD07760,SUP0455,WH048,Contamination,396,2/24/2025,Low
DEF015940,PRD01504,SUP0407,WH028,Transit Damage,292,9/9/2025,Low
DEF015941,PRD01757,SUP0622,WH020,Quality Failure,483,3/20/2026,Medium
DEF015942,PRD05551,SUP0409,WH015,Broken Item,388,8/9/2023,Low
DEF015943,PRD08393,SUP0133,WH012,Broken Item,237,2/27/2026,High
DEF015944,PRD07047,SUP0866,WH009,Broken Item,162,11/12/2025,Low
DEF015945,PRD05374,SUP0766,WH034,Packaging Damage,394,10/1/2023,Medium
DEF015946,PRD06098,SUP0254,WH037,Broken Item,449,10/31/2025,Medium
DEF015947,PRD06411,SUP0763,WH044,Transit Damage,156,6/8/2024,Low
DEF015948,PRD04749,SUP0198,WH029,Broken Item,410,2/10/2026,High
DEF015949,PRD05397,SUP0797,WH030,Broken Item,461,4/16/2024,Low
DEF015950,PRD04869,SUP0252,WH006,Contamination,235,8/29/2025,Medium
DEF015951,PRD03606,SUP0463,WH002,Contamination,270,12/1/2024,Medium
DEF015952,PRD04273,SUP0208,WH017,Transit Damage,314,10/30/2025,High
DEF015953,PRD02424,SUP0484,WH031,Expired Product,166,2/12/2024,Low
DEF015954,PRD06311,SUP0436,WH022,Contamination,373,11/3/2024,High
DEF015955,PRD07463,SUP0768,WH049,Packaging Damage,416,11/28/2025,High
DEF015956,PRD08540,SUP0080,WH019,Quality Failure,476,6/19/2025,Low
DEF015957,PRD06091,SUP0987,WH002,Contamination,280,2/3/2025,High
DEF015958,PRD00437,SUP0879,WH038,Contamination,242,7/9/2025,Medium
DEF015959,PRD07263,SUP0164,WH008,Packaging Damage,385,4/30/2026,Low
DEF015960,PRD03247,SUP0067,WH024,Label Error,390,3/28/2024,Medium
DEF015961,PRD01779,SUP0271,WH002,Broken Item,449,10/17/2023,Low
DEF015962,PRD01113,SUP0849,WH004,Packaging Damage,341,2/4/2026,Low
DEF015963,PRD03557,SUP0682,WH038,Transit Damage,251,9/8/2025,Low
DEF015964,PRD05101,SUP0934,WH008,Transit Damage,329,3/25/2026,Low
DEF015965,PRD03612,SUP0644,WH012,Broken Item,158,8/3/2025,High
DEF015966,PRD06297,SUP0401,WH014,Label Error,360,1/19/2025,Medium
DEF015967,PRD06303,SUP0964,WH009,Contamination,330,1/18/2023,Medium
DEF015968,PRD07802,SUP0428,WH003,Expired Product,169,2/27/2025,Medium
DEF015969,PRD05580,SUP0478,WH043,Broken Item,280,3/16/2026,Medium
DEF015970,PRD04279,SUP0621,WH016,Label Error,374,7/22/2023,High
DEF015971,PRD09029,SUP0456,WH041,Quality Failure,337,2/24/2024,Low
DEF015972,PRD04964,SUP0911,WH028,Contamination,383,1/14/2025,Low
DEF015973,PRD02290,SUP0472,WH005,Transit Damage,25,11/25/2023,Medium
DEF015974,PRD01812,SUP0903,WH033,Transit Damage,220,3/10/2024,Medium
DEF015975,PRD04264,SUP0865,WH006,Contamination,95,10/8/2025,High
DEF015976,PRD05852,SUP0269,WH038,Packaging Damage,327,6/1/2024,Medium
DEF015977,PRD06131,SUP0175,WH011,Label Error,346,5/17/2024,Low
DEF015978,PRD01936,SUP0718,WH004,Quality Failure,387,2/24/2023,Medium
DEF015979,PRD08825,SUP0602,WH042,Broken Item,186,6/6/2025,Low
DEF015980,PRD08382,SUP0596,WH020,Packaging Damage,195,2/9/2025,Medium
DEF015981,PRD08851,SUP0575,WH035,Quality Failure,388,8/3/2023,High
DEF015982,PRD09524,SUP0216,WH029,Broken Item,162,12/3/2024,Low
DEF015983,PRD08971,SUP0499,WH047,Transit Damage,350,1/22/2026,High
DEF015984,PRD04503,SUP0805,WH041,Packaging Damage,240,6/15/2024,Low
DEF015985,PRD07255,SUP0455,WH040,Transit Damage,122,3/22/2023,High
DEF015986,PRD09737,SUP0280,WH020,Packaging Damage,258,6/8/2023,High
DEF015987,PRD08478,SUP0450,WH043,Quality Failure,172,12/18/2023,Medium
DEF015988,PRD04510,SUP0768,WH037,Broken Item,168,6/4/2026,Low
DEF015989,PRD06620,SUP0231,WH048,Broken Item,318,4/30/2024,Low
DEF015990,PRD01076,SUP0956,WH019,Expired Product,1,7/1/2025,Low
DEF015991,PRD05967,SUP0230,WH029,Quality Failure,198,6/20/2025,Low
DEF015992,PRD02253,SUP0756,WH046,Quality Failure,470,2/27/2025,Low
DEF015993,PRD08744,SUP0747,WH045,Contamination,83,9/15/2025,Critical
DEF015994,PRD04313,SUP0324,WH022,Broken Item,461,12/27/2024,Low
DEF015995,PRD00945,SUP0224,WH023,Contamination,37,1/7/2026,Critical
DEF015996,PRD03113,SUP0348,WH045,Broken Item,116,4/1/2026,Medium
DEF015997,PRD08538,SUP0182,WH001,Label Error,72,1/14/2023,Low
DEF015998,PRD04589,SUP0526,WH005,Broken Item,1,7/25/2023,High
DEF015999,PRD04818,SUP0902,WH032,Packaging Damage,450,3/17/2023,Medium
DEF016000,PRD05458,SUP0505,WH044,Quality Failure,121,1/3/2025,Low
DEF016001,PRD07612,SUP0254,WH007,Label Error,438,5/20/2026,Low
DEF016002,PRD00786,SUP0323,WH012,Transit Damage,459,7/26/2025,Medium
DEF016003,PRD09171,SUP0748,WH027,Contamination,119,8/19/2025,Medium
DEF016004,PRD03935,SUP0700,WH034,Transit Damage,172,5/25/2025,Low
DEF016005,PRD03273,SUP0646,WH015,Transit Damage,244,5/4/2023,Medium
DEF016006,PRD06950,SUP0098,WH008,Transit Damage,286,7/27/2025,Medium
DEF016007,PRD08025,SUP0342,WH033,Label Error,28,4/24/2025,Low
DEF016008,PRD08353,SUP0198,WH008,Broken Item,185,9/14/2023,Medium
DEF016009,PRD01997,SUP0112,WH031,Expired Product,475,12/21/2024,Medium
DEF016010,PRD06205,SUP0782,WH041,Label Error,170,6/5/2025,Critical
DEF016011,PRD00041,SUP0080,WH030,Contamination,175,3/24/2023,Medium
DEF016012,PRD00359,SUP0452,WH036,Expired Product,77,5/24/2025,Low
DEF016013,PRD05623,SUP0875,WH006,Packaging Damage,20,4/29/2026,Low
DEF016014,PRD07466,SUP0890,WH006,Packaging Damage,283,1/22/2026,Low
DEF016015,PRD08052,SUP0678,WH018,Transit Damage,162,11/6/2024,Critical
DEF016016,PRD09230,SUP0747,WH048,Contamination,147,10/10/2023,Low
DEF016017,PRD05604,SUP0981,WH012,Transit Damage,131,5/31/2024,Low
DEF016018,PRD07862,SUP0611,WH031,Contamination,268,3/27/2024,High
DEF016019,PRD05270,SUP0392,WH049,Quality Failure,473,9/1/2023,Low
DEF016020,PRD01321,SUP0899,WH034,Broken Item,291,2/7/2023,Low
DEF016021,PRD07358,SUP0342,WH002,Packaging Damage,163,12/29/2024,Low
DEF016022,PRD09238,SUP0164,WH002,Label Error,32,10/21/2024,High
DEF016023,PRD09524,SUP0216,WH010,Expired Product,125,4/18/2023,High
DEF016024,PRD01177,SUP0522,WH017,Broken Item,343,4/3/2023,Medium
DEF016025,PRD04536,SUP0227,WH010,Transit Damage,169,1/13/2025,High
DEF016026,PRD08833,SUP0120,WH025,Label Error,294,7/13/2024,Medium
DEF016027,PRD04819,SUP0421,WH035,Label Error,493,11/3/2024,Medium
DEF016028,PRD06547,SUP0310,WH031,Expired Product,234,3/26/2026,High
DEF016029,PRD00838,SUP0400,WH046,Transit Damage,342,5/25/2025,Medium
DEF016030,PRD03830,SUP0670,WH008,Label Error,182,8/8/2024,Low
DEF016031,PRD02731,SUP0122,WH010,Transit Damage,219,1/25/2026,Low
DEF016032,PRD01571,SUP0314,WH041,Packaging Damage,104,3/13/2025,Critical
DEF016033,PRD08416,SUP0865,WH003,Transit Damage,66,11/12/2024,Medium
DEF016034,PRD04020,SUP0837,WH024,Quality Failure,384,6/14/2023,Medium
DEF016035,PRD04167,SUP0274,WH016,Label Error,135,6/21/2023,Medium
DEF016036,PRD00298,SUP0538,WH044,Expired Product,491,1/24/2023,Medium
DEF016037,PRD07603,SUP0490,WH036,Broken Item,112,3/5/2024,Low
DEF016038,PRD01930,SUP0502,WH026,Broken Item,469,7/2/2025,Low
DEF016039,PRD01620,SUP0317,WH027,Transit Damage,299,3/6/2026,High
DEF016040,PRD05033,SUP0842,WH044,Transit Damage,336,9/28/2024,High
DEF016041,PRD09639,SUP0731,WH014,Broken Item,7,11/13/2025,Low
DEF016042,PRD00066,SUP0947,WH038,Expired Product,79,9/15/2025,High
DEF016043,PRD04551,SUP0946,WH034,Transit Damage,60,8/17/2023,High
DEF016044,PRD02642,SUP0938,WH008,Broken Item,445,6/16/2025,High
DEF016045,PRD03694,SUP0562,WH024,Label Error,57,3/21/2023,Critical
DEF016046,PRD05368,SUP0909,WH044,Label Error,84,1/26/2025,Medium
DEF016047,PRD04030,SUP0973,WH032,Label Error,46,8/21/2023,Low
DEF016048,PRD01880,SUP0120,WH016,Quality Failure,447,11/1/2024,Low
DEF016049,PRD07693,SUP0683,WH034,Expired Product,384,1/15/2023,Low
DEF016050,PRD06165,SUP0942,WH019,Expired Product,77,7/26/2025,Low
DEF016051,PRD00097,SUP0397,WH050,Broken Item,146,8/15/2025,Low
DEF016052,PRD08406,SUP0148,WH028,Expired Product,31,5/18/2023,Medium
DEF016053,PRD04005,SUP0512,WH049,Quality Failure,5,9/4/2025,Low
DEF016054,PRD02379,SUP0974,WH026,Contamination,396,8/24/2023,Low
DEF016055,PRD07057,SUP0711,WH047,Transit Damage,389,1/17/2025,Low
DEF016056,PRD02127,SUP0218,WH016,Expired Product,399,10/22/2023,Medium
DEF016057,PRD09965,SUP0541,WH013,Packaging Damage,173,5/2/2026,Low
DEF016058,PRD02531,SUP0381,WH002,Contamination,39,8/29/2025,Low
DEF016059,PRD06916,SUP0561,WH016,Label Error,4,4/2/2025,Low
DEF016060,PRD09878,SUP0983,WH008,Transit Damage,16,3/23/2025,High
DEF016061,PRD06513,SUP0183,WH027,Packaging Damage,332,1/18/2026,Medium
DEF016062,PRD01479,SUP0654,WH016,Transit Damage,134,7/1/2023,High
DEF016063,PRD00003,SUP0927,WH012,Expired Product,369,8/31/2025,Low
DEF016064,PRD02843,SUP0357,WH046,Broken Item,475,8/4/2024,High
DEF016065,PRD09091,SUP0673,WH007,Packaging Damage,484,9/24/2024,Medium
DEF016066,PRD01795,SUP0869,WH031,Packaging Damage,59,10/7/2024,Low
DEF016067,PRD07751,SUP0290,WH041,Broken Item,327,7/22/2024,Medium
DEF016068,PRD04173,SUP0568,WH031,Quality Failure,218,11/3/2023,High
DEF016069,PRD03441,SUP0849,WH050,Contamination,280,1/22/2024,Low
DEF016070,PRD08381,SUP0365,WH015,Transit Damage,288,6/5/2025,Low
DEF016071,PRD06365,SUP0432,WH050,Quality Failure,196,6/25/2025,Medium
DEF016072,PRD01740,SUP0955,WH043,Packaging Damage,326,7/30/2024,Low
DEF016073,PRD06344,SUP0388,WH038,Broken Item,436,1/26/2026,Medium
DEF016074,PRD07598,SUP0590,WH024,Quality Failure,409,6/2/2026,High
DEF016075,PRD04533,SUP0140,WH037,Label Error,399,6/8/2023,Medium
DEF016076,PRD06972,SUP0152,WH015,Expired Product,275,9/2/2025,Medium
DEF016077,PRD09499,SUP0495,WH018,Broken Item,212,1/18/2026,Medium
DEF016078,PRD05088,SUP0425,WH043,Label Error,86,12/15/2024,High
DEF016079,PRD01134,SUP0505,WH048,Broken Item,478,7/19/2023,High
DEF016080,PRD02755,SUP0242,WH039,Label Error,21,4/26/2025,High
DEF016081,PRD09362,SUP0621,WH043,Broken Item,281,8/4/2024,Low
DEF016082,PRD00887,SUP0692,WH046,Contamination,317,6/21/2025,High
DEF016083,PRD06324,SUP0828,WH048,Contamination,345,12/24/2024,High
DEF016084,PRD05732,SUP0713,WH042,Quality Failure,10,1/6/2023,Medium
DEF016085,PRD09678,SUP0943,WH045,Packaging Damage,17,6/15/2025,Medium
DEF016086,PRD02672,SUP0295,WH026,Expired Product,324,8/13/2024,High
DEF016087,PRD03628,SUP0255,WH050,Transit Damage,264,2/13/2023,Low
DEF016088,PRD01299,SUP0299,WH042,Packaging Damage,455,8/15/2025,Low
DEF016089,PRD06646,SUP0033,WH006,Contamination,103,2/15/2023,Low
DEF016090,PRD04503,SUP0805,WH047,Quality Failure,377,9/16/2025,High
DEF016091,PRD03981,SUP0105,WH029,Transit Damage,105,4/19/2023,Medium
DEF016092,PRD05499,SUP0524,WH029,Quality Failure,271,9/5/2024,Medium
DEF016093,PRD03794,SUP0524,WH009,Transit Damage,493,8/5/2025,Low
DEF016094,PRD08513,SUP0709,WH043,Packaging Damage,146,7/12/2023,Low
DEF016095,PRD05060,SUP0722,WH046,Packaging Damage,108,4/4/2026,Medium
DEF016096,PRD09925,SUP0510,WH015,Contamination,259,5/23/2026,Low
DEF016097,PRD08105,SUP0779,WH024,Broken Item,135,12/26/2023,Low
DEF016098,PRD02455,SUP0423,WH001,Packaging Damage,216,11/7/2024,High
DEF016099,PRD05233,SUP1000,WH011,Label Error,206,11/8/2023,Low
