product_id,warehouse_id,category,brand,unit_price,unit_cost,lead_time_days,supplier_id,reorder_point,safety_stock,stock_on_hand,stock_reserved,available_stock,avg_daily_demand,forecasted_demand,reorder_quantity
PRD04646,WH018,Bakery,EcoLiving,65.59,41.02,3,SUP0563,201,59,4395,379,4016,5.928571428571429,17.785714285714285,0
PRD05102,WH049,Bakery,SmartChoice,461.48,385.64,11,SUP0313,148,34,3195,1044,2151,4.857142857142857,53.42857142857142,0
PRD03760,WH020,Packaged Foods,QuickBite,331.78,279.73,3,SUP0320,245,71,7810,1449,6361,0.0,0.0,0
PRD06646,WH030,Bakery,GoldenHarvest,341.25,274.95,28,SUP0033,257,30,1823,675,1148,0.0,0.0,0
PRD09747,WH030,Dairy,UrbanFresh,146.12,121.58,13,SUP0826,293,17,7970,2791,5179,0.0,0.0,0
PRD03439,WH039,Frozen Foods,QuickBite,54.77,36.6,28,SUP0316,205,60,5751,715,5036,0.0,0.0,0
PRD03917,WH034,Household,FreshMart,604.55,378.02,29,SUP0845,178,63,4803,1795,3008,5.571428571428571,161.57142857142856,0
PRD07131,WH038,Fruits & Vegetables,SmartChoice,490.96,389.32,16,SUP0026,253,58,4919,26,4893,9.428571428571429,150.85714285714286,0
PRD08447,WH003,Frozen Foods,UrbanFresh,559.54,354.63,29,SUP0992,204,69,2942,428,2514,0.0,0.0,0
PRD04039,WH027,Packaged Foods,GoldenHarvest,48.05,41.72,28,SUP0886,41,33,1411,131,1280,3.4285714285714284,96.0,0
PRD07435,WH008,Household,HomeEssentials,518.89,437.86,4,SUP0777,158,15,8280,1188,7092,0.0,0.0,0
PRD06754,WH039,Bakery,ValuePlus,473.17,360.91,26,SUP0818,182,25,115,35,80,6.285714285714286,163.42857142857142,127
PRD02912,WH025,Snacks,MegaStore,318.35,237.95,25,SUP0291,157,29,2190,178,2012,0.0,0.0,0
PRD02691,WH042,Dairy,PureLife,475.72,346.57,29,SUP0961,163,29,6195,2029,4166,5.642857142857143,163.64285714285717,0
PRD04901,WH027,Snacks,QuickBite,296.92,234.48,28,SUP0467,203,19,1646,639,1007,5.928571428571429,166.0,0
PRD05918,WH036,Beverages,NaturePlus,523.24,349.19,8,SUP0648,275,11,5994,2037,3957,13.357142857142858,106.85714285714286,0
PRD02539,WH005,Household,HappyHome,197.88,165.97,19,SUP0005,275,77,7722,2379,5343,0.5714285714285714,10.857142857142856,0
PRD05970,WH040,Personal Care,GreenHarvest,203.95,164.5,14,SUP0884,102,65,172,33,139,0.0,0.0,28
PRD06518,WH031,Packaged Foods,FreshMart,478.04,325.18,14,SUP0737,222,62,4191,420,3771,0.0,0.0,0
PRD08388,WH028,Household,PremiumSelect,713.57,453.1,24,SUP0509,265,14,372,27,345,4.428571428571429,106.28571428571429,0
PRD05546,WH036,Bakery,NaturePlus,392.56,340.3,7,SUP0054,261,56,2096,267,1829,0.0,0.0,0
PRD05991,WH018,Personal Care,MegaStore,292.88,212.87,27,SUP0074,201,62,862,17,845,12.428571428571429,335.57142857142856,0
PRD08700,WH042,Frozen Foods,FreshMart,502.35,362.36,19,SUP0720,79,38,9706,657,9049,1.4285714285714286,27.142857142857142,0
PRD01667,WH036,Snacks,SuperFresh,669.94,420.66,23,SUP0236,128,38,3724,1473,2251,5.571428571428571,128.14285714285714,0
PRD09544,WH021,Household,FreshMart,246.4,211.36,9,SUP0333,62,91,3907,30,3877,5.285714285714286,47.57142857142857,0
PRD06114,WH033,Beverages,FamilyChoice,285.39,186.05,30,SUP0932,64,99,4762,1309,3453,0.0,0.0,0
PRD08108,WH045,Snacks,SuperFresh,317.64,212.73,27,SUP0026,297,71,4630,895,3735,0.0,0.0,0
PRD06479,WH041,Beverages,MegaStore,572.96,379.35,9,SUP0300,195,69,1389,77,1312,0.0,0.0,0
PRD08896,WH013,Bakery,MegaStore,251.41,181.21,22,SUP0970,229,100,1546,9,1537,3.2857142857142856,72.28571428571428,0
PRD02185,WH050,Frozen Foods,PrimeFoods,37.96,25.01,22,SUP0196,274,63,9707,1691,8016,5.5,121.0,0
PRD01862,WH021,Beverages,PureLife,424.13,294.95,2,SUP0183,267,52,5103,1124,3979,0.0,0.0,0
PRD06646,WH018,Bakery,GoldenHarvest,341.25,274.95,28,SUP0033,257,30,2389,898,1491,0.0,0.0,0
PRD06425,WH016,Household,GreenHarvest,32.66,28.05,19,SUP0096,38,32,2856,97,2759,6.428571428571429,122.14285714285715,0
PRD02701,WH016,Bakery,PureHarvest,683.13,450.04,15,SUP0693,246,64,7895,2698,5197,1.7857142857142858,26.78571428571429,0
PRD04388,WH008,Cleaning Supplies,HappyHome,401.09,337.89,26,SUP0622,152,90,944,249,695,0.35714285714285715,9.285714285714286,0
PRD09057,WH019,Frozen Foods,NaturePlus,575.65,370.73,15,SUP0366,256,29,7133,1356,5777,0.0,0.0,0
PRD05659,WH045,Bakery,HealthySelect,634.61,442.2,19,SUP0750,253,72,6036,1206,4830,0.0,0.0,0
PRD00687,WH047,Beverages,FamilyChoice,43.02,28.99,17,SUP0297,269,48,5369,877,4492,0.0,0.0,0
PRD03495,WH050,Bakery,MegaStore,211.42,166.41,8,SUP0889,269,46,5495,1308,4187,5.214285714285714,41.714285714285715,0
PRD08449,WH014,Dairy,HealthySelect,477.73,306.67,23,SUP0733,222,35,6746,90,6656,0.0,0.0,0
PRD03622,WH014,Personal Care,HomeEssentials,247.39,156.41,23,SUP0187,247,84,6644,108,6536,1.1428571428571428,26.285714285714285,0
PRD04405,WH004,Snacks,GoldenHarvest,254.1,186.73,20,SUP0576,281,57,6582,258,6324,0.0,0.0,0
PRD07961,WH021,Frozen Foods,UrbanFresh,241.12,187.65,11,SUP0457,143,21,3849,29,3820,0.0,0.0,0
PRD02941,WH044,Bakery,MegaStore,66.49,41.72,22,SUP0895,247,15,6359,1906,4453,7.928571428571429,174.42857142857144,0
PRD08849,WH030,Household,HomeEssentials,548.15,386.58,21,SUP0903,242,33,1084,87,997,0.0,0.0,0
PRD08358,WH003,Fruits & Vegetables,DailyChoice,647.02,475.1,16,SUP0264,261,89,3218,694,2524,13.428571428571429,214.85714285714286,0
PRD03678,WH038,Bakery,GreenHarvest,763.62,489.4,15,SUP0084,111,30,7807,1835,5972,0.0,0.0,0
PRD01354,WH027,Dairy,QuickBite,611.52,448.45,25,SUP0824,183,28,3468,429,3039,0.0,0.0,0
PRD08737,WH043,Bakery,HomeEssentials,477.29,324.71,24,SUP0059,285,21,8309,1468,6841,4.642857142857143,111.42857142857144,0
PRD07144,WH005,Household,PureLife,501.37,339.16,25,SUP0414,24,66,9714,2998,6716,7.571428571428571,189.28571428571428,0
PRD01641,WH020,Dairy,PremiumSelect,355.86,229.04,4,SUP0172,199,28,8950,1345,7605,0.7142857142857143,2.857142857142857,0
PRD00952,WH033,Packaged Foods,PureHarvest,781.94,491.78,26,SUP0242,292,75,223,7,216,0.0,0.0,151
PRD09811,WH028,Cleaning Supplies,HealthySelect,620.55,488.63,21,SUP0559,93,73,4985,113,4872,3.357142857142857,70.5,0
PRD05856,WH039,Frozen Foods,NaturePlus,281.88,187.7,16,SUP0474,62,11,4575,505,4070,3.642857142857143,58.285714285714285,0
PRD06385,WH030,Beverages,PureLife,74.55,47.48,19,SUP0950,158,98,858,232,626,0.0,0.0,0
PRD02208,WH049,Frozen Foods,UrbanFresh,619.03,417.14,6,SUP0355,91,36,7051,2574,4477,7.071428571428571,42.42857142857143,0
PRD08900,WH002,Household,FamilyChoice,582.11,487.09,24,SUP0926,284,55,6222,85,6137,11.714285714285714,281.1428571428571,0
PRD00656,WH047,Fruits & Vegetables,GreenHarvest,253.75,207.41,2,SUP0020,166,90,4037,855,3182,0.0,0.0,0
PRD01663,WH041,Frozen Foods,MegaStore,170.73,113.24,4,SUP0335,271,59,8481,2717,5764,0.0,0.0,0
PRD09584,WH005,Cleaning Supplies,SuperFresh,262.47,172.25,17,SUP0247,52,38,2653,9,2644,15.714285714285714,267.1428571428571,0
PRD04229,WH025,Cleaning Supplies,ValuePlus,129.51,90.79,18,SUP0891,292,75,4208,160,4048,6.428571428571429,115.71428571428572,0
PRD01658,WH008,Beverages,FamilyChoice,80.52,57.53,17,SUP0440,41,68,5963,568,5395,4.785714285714286,81.35714285714286,0
PRD05516,WH050,Beverages,HomeEssentials,261.3,205.12,6,SUP0698,238,70,6133,1358,4775,7.0,42.0,0
PRD02127,WH026,Household,PureLife,185.88,137.18,15,SUP0218,121,49,1557,263,1294,3.0714285714285716,46.07142857142858,0
PRD00987,WH046,Bakery,NaturePlus,721.54,484.0,16,SUP0969,165,38,8330,2959,5371,0.0,0.0,0
PRD00497,WH020,Cleaning Supplies,UrbanFresh,44.87,28.29,5,SUP0542,141,11,4103,152,3951,0.0,0.0,0
PRD05507,WH033,Bakery,GoldenHarvest,730.19,467.3,9,SUP0695,275,90,7234,2887,4347,0.0,0.0,0
PRD08645,WH027,Bakery,NaturePlus,40.38,30.23,5,SUP0033,34,48,7136,2299,4837,0.0,0.0,0
PRD00480,WH001,Dairy,PureLife,154.25,101.19,25,SUP0786,281,41,6905,2718,4187,0.7142857142857143,17.857142857142858,0
PRD02862,WH048,Bakery,QuickBite,59.75,37.95,17,SUP0270,237,49,7571,2971,4600,3.5714285714285716,60.714285714285715,0
PRD02753,WH011,Beverages,PureLife,416.87,298.64,30,SUP0782,30,5,6764,1780,4984,0.0,0.0,0
PRD09082,WH016,Cleaning Supplies,PrimeFoods,176.32,143.24,26,SUP0193,223,69,8035,1415,6620,0.35714285714285715,9.285714285714286,0
PRD08386,WH031,Frozen Foods,NaturePlus,568.58,376.81,11,SUP0133,128,58,4304,1644,2660,0.0,0.0,0
PRD05073,WH001,Cleaning Supplies,SmartChoice,102.66,88.7,30,SUP0246,237,19,7496,1271,6225,0.0,0.0,0
PRD07416,WH043,Snacks,GoldenHarvest,294.51,207.73,15,SUP0715,42,23,2612,703,1909,0.0,0.0,0
PRD05526,WH030,Beverages,PrimeFoods,176.35,130.38,3,SUP0420,230,90,6832,1006,5826,0.0,0.0,0
PRD06982,WH003,Personal Care,NaturePlus,573.95,415.71,19,SUP0069,263,49,6271,790,5481,4.214285714285714,80.07142857142857,0
PRD07871,WH021,Dairy,UrbanFresh,689.89,464.62,27,SUP0636,53,28,5542,1391,4151,0.9285714285714286,25.071428571428573,0
PRD04008,WH035,Dairy,MegaStore,376.47,324.13,27,SUP0914,31,88,2827,12,2815,0.0,0.0,0
PRD02314,WH030,Household,MegaStore,533.7,340.84,23,SUP0537,44,88,6993,1677,5316,4.928571428571429,113.35714285714286,0
PRD09328,WH008,Household,HappyHome,739.92,492.28,20,SUP0985,279,39,2101,115,1986,0.35714285714285715,7.142857142857143,0
PRD00196,WH027,Household,NaturePlus,614.32,455.92,7,SUP0851,58,26,6838,1890,4948,0.0,0.0,0
PRD03977,WH009,Dairy,GreenHarvest,358.6,286.78,15,SUP0954,289,70,9995,2377,7618,0.0,0.0,0
PRD04880,WH008,Packaged Foods,GreenHarvest,568.8,373.02,23,SUP0529,135,95,6213,2152,4061,3.9285714285714284,90.35714285714285,0
PRD05399,WH042,Bakery,PureLife,537.96,463.97,16,SUP0945,81,56,5057,259,4798,2.2142857142857144,35.42857142857143,0
PRD00724,WH034,Fruits & Vegetables,SmartChoice,661.79,435.28,20,SUP0876,252,14,1253,98,1155,0.0,0.0,0
PRD08789,WH003,Snacks,PureLife,276.94,231.41,27,SUP0680,143,74,5618,1369,4249,9.214285714285714,248.78571428571428,0
PRD05643,WH041,Bakery,UrbanFresh,70.83,49.41,11,SUP0088,276,8,7333,512,6821,0.0,0.0,0
PRD04280,WH024,Dairy,HomeEssentials,626.16,494.33,7,SUP0019,275,18,496,6,490,0.0,0.0,0
PRD04518,WH043,Cleaning Supplies,HealthySelect,226.85,164.44,11,SUP0199,254,50,3401,977,2424,6.285714285714286,69.14285714285714,0
PRD08083,WH026,Dairy,NaturePlus,201.56,148.67,10,SUP0032,251,26,1529,302,1227,7.0,70.0,0
PRD00784,WH023,Personal Care,FamilyChoice,524.5,352.57,15,SUP0684,203,60,8885,2152,6733,2.0,30.0,0
PRD08395,WH014,Personal Care,PremiumSelect,304.09,236.33,5,SUP0900,182,53,1149,383,766,1.2857142857142858,6.428571428571429,0
PRD08066,WH025,Snacks,PrimeFoods,404.0,336.22,12,SUP0472,40,31,2288,58,2230,0.0,0.0,0
PRD06393,WH039,Bakery,FreshMart,238.15,175.74,21,SUP0705,263,35,174,28,146,0.0,0.0,152
PRD09577,WH044,Snacks,GreenHarvest,170.29,140.67,16,SUP0502,140,24,6752,90,6662,0.0,0.0,0
PRD00985,WH019,Dairy,UrbanFresh,82.89,65.32,11,SUP0517,148,75,8361,2807,5554,0.0,0.0,0
PRD02789,WH007,Dairy,ValuePlus,276.1,239.46,21,SUP0910,108,47,2231,128,2103,5.357142857142857,112.49999999999999,0
PRD07318,WH020,Bakery,UrbanFresh,341.16,264.89,22,SUP0484,188,22,4014,1362,2652,0.0,0.0,0
PRD07897,WH036,Fruits & Vegetables,HealthySelect,465.74,358.58,8,SUP0083,203,13,8463,1455,7008,0.0,0.0,0
PRD06408,WH044,Bakery,NaturePlus,432.11,307.5,19,SUP0178,97,12,5730,2272,3458,3.642857142857143,69.21428571428571,0
PRD00471,WH013,Fruits & Vegetables,ValuePlus,289.61,211.75,10,SUP0359,103,83,5016,1224,3792,0.0,0.0,0
PRD06956,WH029,Cleaning Supplies,DailyChoice,121.28,93.91,14,SUP0809,206,35,6001,640,5361,0.0,0.0,0
PRD09807,WH010,Dairy,SmartChoice,250.67,182.07,18,SUP0385,130,79,4692,227,4465,9.357142857142858,168.42857142857144,0
PRD03410,WH002,Personal Care,PureLife,547.06,341.95,15,SUP0884,34,66,4864,824,4040,0.0,0.0,0
PRD05065,WH028,Beverages,HomeEssentials,169.6,111.63,16,SUP0948,56,27,3659,916,2743,0.0,0.0,0
PRD01874,WH042,Frozen Foods,GreenHarvest,257.94,193.12,2,SUP0111,43,40,7166,1615,5551,2.2142857142857144,4.428571428571429,0
PRD01559,WH004,Dairy,FreshMart,339.95,241.3,22,SUP0227,218,42,8435,2625,5810,7.071428571428571,155.57142857142856,0
PRD02111,WH004,Snacks,FamilyChoice,272.86,208.38,17,SUP0642,220,17,8708,1013,7695,2.7142857142857144,46.142857142857146,0
PRD04571,WH020,Bakery,HealthySelect,242.85,170.47,7,SUP0981,200,77,4615,354,4261,0.0,0.0,0
PRD00482,WH048,Household,HealthySelect,316.25,211.3,14,SUP0506,93,74,1922,14,1908,12.0,168.0,0
PRD00396,WH015,Dairy,PrimeFoods,106.21,87.72,15,SUP0535,66,63,6627,545,6082,1.7142857142857142,25.71428571428571,0
PRD06580,WH038,Dairy,QuickBite,559.54,401.84,15,SUP0878,72,84,6246,2410,3836,0.0,0.0,0
PRD05974,WH015,Frozen Foods,PremiumSelect,199.06,124.48,8,SUP0135,169,65,9318,2871,6447,0.0,0.0,0
PRD07350,WH001,Frozen Foods,NaturePlus,548.59,451.71,27,SUP0338,128,70,7793,1472,6321,17.214285714285715,464.78571428571433,0
PRD09758,WH029,Bakery,EcoLiving,388.73,326.75,18,SUP0811,248,43,806,135,671,0.0,0.0,0
PRD03076,WH008,Snacks,HealthySelect,531.73,341.08,10,SUP0936,293,51,502,151,351,0.0,0.0,0
PRD07415,WH032,Dairy,HomeEssentials,357.68,225.33,26,SUP0785,136,88,7776,1772,6004,2.0714285714285716,53.85714285714286,0
PRD02126,WH030,Cleaning Supplies,FamilyChoice,426.55,324.17,3,SUP0896,179,31,3467,623,2844,0.0,0.0,0
PRD01035,WH008,Household,HealthySelect,312.53,204.49,19,SUP0636,139,50,111,31,80,2.0714285714285716,39.35714285714286,109
PRD07116,WH014,Dairy,SmartChoice,270.33,173.73,8,SUP0055,277,47,9331,202,9129,0.0,0.0,0
PRD09361,WH002,Bakery,HealthySelect,589.17,392.17,13,SUP0292,113,92,4765,1787,2978,0.0,0.0,0
PRD02543,WH025,Household,PremiumSelect,501.3,385.1,24,SUP0284,156,86,1125,59,1066,0.0,0.0,0
PRD00696,WH016,Frozen Foods,FreshMart,42.48,36.39,18,SUP0055,143,17,4076,1198,2878,0.0,0.0,0
PRD07591,WH006,Snacks,SmartChoice,331.42,233.7,6,SUP0398,72,24,2841,544,2297,0.0,0.0,0
PRD06739,WH044,Fruits & Vegetables,GoldenHarvest,319.47,202.33,2,SUP0052,24,68,3408,95,3313,4.642857142857143,9.285714285714286,0
PRD09943,WH021,Bakery,PureHarvest,180.26,121.54,3,SUP0837,165,26,7171,2853,4318,2.7857142857142856,8.357142857142858,0
PRD09966,WH046,Dairy,NaturePlus,506.14,342.95,25,SUP0190,179,68,6149,1543,4606,12.857142857142858,321.42857142857144,0
PRD09304,WH015,Fruits & Vegetables,PrimeFoods,614.91,447.57,26,SUP0165,164,46,1346,497,849,4.214285714285714,109.57142857142857,0
PRD04364,WH011,Household,QuickBite,241.24,169.93,24,SUP0969,200,35,6339,1496,4843,0.21428571428571427,5.142857142857142,0
PRD06406,WH009,Frozen Foods,GoldenHarvest,87.84,61.05,25,SUP0145,224,92,3249,379,2870,5.285714285714286,132.14285714285714,0
PRD00942,WH030,Fruits & Vegetables,EcoLiving,150.45,119.38,8,SUP0239,171,15,6892,2421,4471,1.0714285714285714,8.571428571428571,0
PRD05903,WH002,Bakery,NaturePlus,232.29,145.66,17,SUP0364,212,84,4084,1152,2932,0.0,0.0,0
PRD07951,WH018,Household,SuperFresh,225.94,154.88,3,SUP0772,128,86,3109,617,2492,5.428571428571429,16.285714285714285,0
PRD04505,WH002,Beverages,PureLife,125.25,96.74,22,SUP0085,236,91,6285,628,5657,0.0,0.0,0
PRD05802,WH007,Snacks,PureHarvest,444.43,310.62,12,SUP0451,52,8,5599,320,5279,0.0,0.0,0
PRD07783,WH031,Dairy,HealthySelect,157.88,106.36,5,SUP0521,110,26,1211,428,783,6.714285714285714,33.57142857142857,0
PRD04974,WH048,Beverages,UrbanFresh,76.58,63.38,25,SUP0689,60,57,838,326,512,0.0,0.0,0
PRD05591,WH018,Snacks,HealthySelect,391.28,279.07,20,SUP0182,285,51,5633,563,5070,0.0,0.0,0
PRD04443,WH028,Fruits & Vegetables,GoldenHarvest,469.61,311.62,2,SUP0880,217,50,3197,1173,2024,4.571428571428571,9.142857142857142,0
PRD04601,WH010,Personal Care,SmartChoice,287.05,193.44,14,SUP0323,196,30,8301,18,8283,0.0,0.0,0
PRD06663,WH037,Dairy,PrimeFoods,551.84,392.95,21,SUP1000,39,88,5501,1766,3735,0.0,0.0,0
PRD08433,WH035,Beverages,FamilyChoice,426.44,294.64,26,SUP0615,124,67,5791,357,5434,0.7142857142857143,18.571428571428573,0
PRD05135,WH036,Personal Care,FamilyChoice,29.9,20.82,23,SUP0280,141,56,7386,862,6524,3.7857142857142856,87.07142857142857,0
PRD06806,WH030,Frozen Foods,PrimeFoods,688.5,433.0,24,SUP0434,266,17,4827,1892,2935,0.0,0.0,0
PRD09729,WH049,Cleaning Supplies,FreshMart,314.99,234.03,27,SUP0399,271,11,9364,2815,6549,0.0,0.0,0
PRD05896,WH045,Fruits & Vegetables,HappyHome,281.59,193.92,27,SUP0370,62,14,7796,1770,6026,1.5714285714285714,42.42857142857143,0
PRD04467,WH049,Household,PremiumSelect,167.5,111.9,8,SUP0539,285,100,1165,188,977,2.642857142857143,21.142857142857142,0
PRD01237,WH008,Fruits & Vegetables,PremiumSelect,422.99,291.39,11,SUP0579,33,39,2363,207,2156,1.2857142857142858,14.142857142857144,0
PRD02756,WH022,Bakery,PremiumSelect,141.34,100.58,11,SUP0274,170,39,2819,775,2044,0.0,0.0,0
PRD09325,WH014,Snacks,GreenHarvest,450.49,299.31,28,SUP0814,91,41,6631,783,5848,1.6428571428571428,46.0,0
PRD01980,WH015,Bakery,GreenHarvest,632.64,423.21,3,SUP0983,223,96,3788,1023,2765,0.0,0.0,0
PRD07013,WH043,Cleaning Supplies,UrbanFresh,286.47,189.32,20,SUP0319,187,94,4750,801,3949,0.0,0.0,0
PRD05141,WH009,Packaged Foods,GoldenHarvest,78.9,64.55,23,SUP0942,21,22,7553,1365,6188,5.071428571428571,116.64285714285714,0
PRD06851,WH036,Fruits & Vegetables,FreshMart,518.89,347.8,26,SUP0439,215,47,1364,414,950,2.642857142857143,68.71428571428571,0
PRD05956,WH014,Beverages,PureLife,331.34,271.89,14,SUP0474,145,10,6408,1307,5101,0.0,0.0,0
PRD03084,WH043,Cleaning Supplies,DailyChoice,467.96,370.92,16,SUP0787,226,93,1390,319,1071,5.357142857142857,85.71428571428571,0
PRD08896,WH005,Bakery,MegaStore,251.41,181.21,22,SUP0970,229,100,2039,736,1303,3.2857142857142856,72.28571428571428,0
PRD08297,WH027,Snacks,HappyHome,253.27,195.46,28,SUP0957,276,51,489,72,417,1.9285714285714286,54.0,0
PRD04413,WH008,Packaged Foods,PrimeFoods,494.76,358.4,10,SUP0497,50,8,5189,1363,3826,0.0,0.0,0
PRD04695,WH020,Snacks,FreshMart,233.34,201.61,8,SUP0054,43,26,3812,312,3500,0.0,0.0,0
PRD01984,WH049,Cleaning Supplies,PremiumSelect,487.93,414.5,25,SUP0013,269,47,3890,1337,2553,1.5714285714285714,39.285714285714285,0
PRD01194,WH031,Bakery,QuickBite,196.65,166.21,14,SUP0044,136,35,7686,2245,5441,3.2857142857142856,46.0,0
PRD01033,WH049,Packaged Foods,PrimeFoods,525.67,330.13,24,SUP0395,91,64,2741,1090,1651,6.0,144.0,0
PRD05135,WH021,Personal Care,FamilyChoice,29.9,20.82,23,SUP0280,141,56,3835,711,3124,3.7857142857142856,87.07142857142857,0
PRD08461,WH037,Beverages,ValuePlus,674.04,447.77,26,SUP0314,298,91,7033,151,6882,0.0,0.0,0
PRD03970,WH031,Snacks,HappyHome,617.28,394.86,2,SUP0279,28,41,7193,2344,4849,5.285714285714286,10.571428571428571,0
PRD01287,WH033,Personal Care,PureLife,486.95,352.0,7,SUP0643,134,29,4708,1706,3002,2.0714285714285716,14.500000000000002,0
PRD01375,WH039,Frozen Foods,PrimeFoods,240.82,205.56,12,SUP0113,185,7,4096,429,3667,0.0,0.0,0
PRD02856,WH046,Bakery,GoldenHarvest,199.72,169.42,29,SUP0040,158,67,3157,183,2974,0.0,0.0,0
PRD04454,WH031,Snacks,PremiumSelect,217.46,173.8,28,SUP0370,199,39,3678,545,3133,1.8571428571428572,52.0,0
PRD01759,WH028,Dairy,HomeEssentials,555.25,372.21,8,SUP0143,263,76,1576,87,1489,0.0,0.0,0
PRD05136,WH026,Fruits & Vegetables,ValuePlus,277.86,210.0,19,SUP0262,74,57,868,279,589,0.21428571428571427,4.071428571428571,0
PRD06167,WH044,Packaged Foods,PureLife,443.93,384.16,12,SUP0163,45,93,4610,676,3934,10.857142857142858,130.28571428571428,0
PRD00651,WH047,Household,GoldenHarvest,648.81,472.91,27,SUP0300,208,83,7849,3041,4808,0.0,0.0,0
PRD06488,WH022,Fruits & Vegetables,EcoLiving,41.49,30.22,25,SUP0012,36,49,6243,928,5315,1.4285714285714286,35.714285714285715,0
PRD01527,WH035,Fruits & Vegetables,GoldenHarvest,357.07,261.97,8,SUP0718,263,88,8743,125,8618,0.0,0.0,0
PRD05235,WH006,Beverages,PremiumSelect,607.26,433.37,29,SUP0755,86,80,275,101,174,0.0,0.0,0
PRD08881,WH012,Cleaning Supplies,SuperFresh,323.99,219.88,19,SUP0128,76,27,7050,2162,4888,0.0,0.0,0
PRD02113,WH018,Household,FamilyChoice,462.51,350.18,13,SUP0585,107,64,1024,338,686,4.928571428571429,64.07142857142857,0
PRD02370,WH006,Frozen Foods,HealthySelect,505.96,348.96,25,SUP0167,228,27,3466,1064,2402,0.0,0.0,0
PRD04317,WH032,Household,FreshMart,383.01,263.25,9,SUP0738,65,8,8391,1669,6722,1.5,13.5,0
PRD06534,WH003,Cleaning Supplies,SuperFresh,30.29,21.15,11,SUP0997,247,83,2770,557,2213,3.642857142857143,40.07142857142857,0
PRD02217,WH006,Fruits & Vegetables,ValuePlus,253.79,177.36,15,SUP0858,168,49,8977,3474,5503,5.5,82.5,0
PRD05734,WH032,Frozen Foods,QuickBite,533.62,359.56,3,SUP0655,21,33,4932,989,3943,0.0,0.0,0
PRD05366,WH007,Frozen Foods,FamilyChoice,234.28,148.41,29,SUP0585,64,13,4832,1155,3677,2.0,58.0,0
PRD01455,WH008,Cleaning Supplies,GoldenHarvest,485.4,413.78,9,SUP0063,155,19,4788,623,4165,0.0,0.0,0
PRD08550,WH027,Cleaning Supplies,PrimeFoods,585.53,458.6,6,SUP0025,60,5,6266,1372,4894,3.7857142857142856,22.714285714285715,0
PRD07841,WH041,Fruits & Vegetables,FamilyChoice,648.88,497.45,5,SUP0337,43,5,7257,2151,5106,6.928571428571429,34.642857142857146,0
PRD06217,WH042,Packaged Foods,HealthySelect,143.84,116.84,16,SUP0822,200,98,9595,1249,8346,0.0,0.0,0
PRD00992,WH041,Household,SuperFresh,259.58,203.18,18,SUP0395,174,46,548,76,472,6.5,117.0,0
PRD00906,WH004,Household,MegaStore,610.15,482.68,9,SUP0331,37,44,6041,1471,4570,3.0714285714285716,27.642857142857146,0
PRD09361,WH019,Bakery,HealthySelect,589.17,392.17,13,SUP0292,113,92,5518,1816,3702,0.0,0.0,0
PRD01322,WH031,Dairy,SuperFresh,665.21,468.37,10,SUP0501,84,11,2731,498,2233,3.7142857142857144,37.142857142857146,0
PRD03039,WH005,Dairy,QuickBite,54.12,42.45,19,SUP0241,54,92,5885,2052,3833,0.0,0.0,0
PRD01826,WH038,Packaged Foods,HappyHome,320.17,222.3,8,SUP0270,170,71,2295,423,1872,0.0,0.0,0
PRD08872,WH031,Personal Care,HappyHome,518.76,376.12,5,SUP0213,238,77,889,57,832,0.0,0.0,0
PRD04696,WH006,Cleaning Supplies,GreenHarvest,580.47,373.05,24,SUP0008,223,12,5211,366,4845,0.2857142857142857,6.857142857142857,0
PRD03431,WH018,Household,DailyChoice,406.58,261.73,17,SUP0205,141,100,6540,214,6326,5.928571428571429,100.78571428571429,0
PRD04941,WH001,Personal Care,SmartChoice,254.58,190.44,22,SUP0493,50,47,8503,2876,5627,8.357142857142858,183.85714285714286,0
PRD01492,WH037,Frozen Foods,EcoLiving,400.58,333.74,11,SUP0081,236,60,545,13,532,2.642857142857143,29.07142857142857,0
PRD00935,WH045,Bakery,NaturePlus,382.45,265.38,7,SUP0288,59,44,9740,2812,6928,0.0,0.0,0
PRD08338,WH034,Snacks,UrbanFresh,104.33,73.13,11,SUP0663,142,70,4705,907,3798,3.2857142857142856,36.14285714285714,0
PRD06154,WH032,Household,MegaStore,195.41,167.24,6,SUP0188,212,27,8189,287,7902,0.0,0.0,0
PRD04978,WH022,Personal Care,GreenHarvest,107.66,75.27,5,SUP0492,58,53,746,238,508,0.0,0.0,0
PRD03286,WH049,Packaged Foods,HappyHome,160.33,131.16,5,SUP0455,55,80,814,1,813,0.0,0.0,0
PRD07233,WH049,Packaged Foods,PrimeFoods,462.47,348.59,25,SUP0472,135,93,3776,19,3757,3.5714285714285716,89.28571428571429,0
PRD06980,WH039,Household,FreshMart,164.67,135.35,27,SUP0852,205,25,2053,730,1323,6.571428571428571,177.42857142857142,0
PRD04819,WH008,Beverages,GoldenHarvest,468.42,345.84,25,SUP0421,214,85,9763,3114,6649,0.42857142857142855,10.714285714285714,0
PRD04524,WH043,Cleaning Supplies,MegaStore,329.44,264.25,25,SUP0662,120,38,5292,1020,4272,0.6428571428571429,16.071428571428573,0
PRD05642,WH041,Packaged Foods,FreshMart,592.5,469.56,5,SUP0681,231,75,9494,3159,6335,4.285714285714286,21.428571428571427,0
PRD06134,WH006,Personal Care,ValuePlus,603.73,483.29,21,SUP0221,208,100,899,61,838,6.0,126.0,0
